Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-17 00:00:00",5.500,8.600,5.300,13.400,8.100,12.700,7.900,19.800,3288.500,672.300,230.700,78.100,
"2018-02-17 00:15:00",2.200,2.300,4.400,9.300,3.200,3.400,6.500,13.500,3292.700,666.100,232.000,72.600,
"2018-02-17 00:30:00",2.400,2.300,2.200,4.800,3.400,3.300,3.200,7.100,3282.200,662.200,226.700,66.600,
"2018-02-17 00:45:00",2.500,2.900,2.500,3.600,3.500,4.100,3.600,5.300,3284.200,663.800,226.400,65.100,
"2018-02-17 01:00:00",2.400,2.300,2.400,2.900,3.300,3.200,3.400,4.200,3281.700,660.000,224.000,63.400,
"2018-02-17 01:15:00",2.400,2.300,2.400,2.400,3.300,3.200,3.300,3.400,3281.800,659.800,223.200,61.200,
"2018-02-17 01:30:00",2.400,2.400,2.400,2.400,3.400,3.400,3.300,3.400,3284.000,662.700,225.300,60.900,
"2018-02-17 01:45:00",2.300,2.400,2.400,2.400,3.400,3.400,3.400,3.300,3284.100,661.900,225.000,60.600,
"2018-02-17 02:00:00",2.500,2.500,2.400,2.400,3.400,3.500,3.500,3.400,3283.800,661.500,224.600,60.700,
"2018-02-17 02:15:00",4.000,3.600,3.300,2.600,5.500,5.100,4.700,3.700,3284.800,664.600,227.300,61.700,
"2018-02-17 02:30:00",3.200,3.200,4.000,3.000,4.400,4.500,5.700,4.300,3283.100,663.400,227.500,62.300,
"2018-02-17 02:45:00",3.000,3.100,3.100,3.200,4.100,4.200,4.300,4.500,3283.800,662.800,226.100,62.500,
"2018-02-17 03:00:00",3.000,3.000,2.800,3.300,4.200,4.000,3.900,4.600,3286.100,662.700,225.600,62.800,
"2018-02-17 03:15:00",2.500,2.700,2.900,3.200,3.600,3.800,4.000,4.500,3286.000,662.700,226.600,62.600,
"2018-02-17 03:30:00",2.500,2.700,2.700,2.900,3.300,3.600,3.700,4.000,3281.000,661.400,224.400,61.800,
"2018-02-17 03:45:00",2.600,2.600,2.800,2.800,3.500,3.500,3.800,3.800,3287.200,662.400,225.600,61.700,
"2018-02-17 04:00:00",2.900,3.000,2.800,2.800,3.900,4.000,3.800,3.800,3283.500,662.600,225.000,61.600,
"2018-02-17 04:15:00",2.500,2.600,2.600,2.700,3.400,3.400,3.500,3.700,3282.100,662.400,225.400,61.300,
"2018-02-17 04:30:00",2.600,2.500,2.600,2.700,3.400,3.400,3.400,3.600,3283.100,663.300,226.700,61.800,
"2018-02-17 04:45:00",2.400,2.300,2.400,2.600,3.100,3.000,3.200,3.500,3284.300,662.000,226.800,62.100,
"2018-02-17 05:00:00",2.600,2.500,2.400,2.500,3.500,3.300,3.200,3.300,3287.700,663.500,225.600,62.300,
"2018-02-17 05:15:00",2.600,2.600,2.500,2.500,3.400,3.400,3.300,3.300,3283.700,662.200,225.300,62.300,
"2018-02-17 05:30:00",2.200,2.200,2.400,2.500,2.800,2.900,3.200,3.200,3283.000,663.800,226.800,62.300,
"2018-02-17 05:45:00",2.100,2.000,2.000,2.400,2.800,2.600,2.600,3.100,3281.800,661.300,226.100,62.100,
"2018-02-17 06:00:00",1.900,2.000,2.000,2.200,2.400,2.400,2.400,2.900,3279.800,659.200,223.200,61.500,
"2018-02-17 06:15:00",2.000,1.900,2.000,2.100,2.400,2.400,2.400,2.700,3281.900,659.200,222.000,60.700,
"2018-02-17 06:30:00",1.700,1.700,1.800,1.900,2.100,2.100,2.200,2.400,3280.300,658.200,222.100,59.500,
"2018-02-17 06:45:00",1.100,1.300,1.400,1.800,1.400,1.500,1.700,2.200,3278.900,657.900,221.200,58.300,
"2018-02-17 07:00:00",1.100,1.300,1.300,1.600,6.400,4.200,2.400,2.200,3634.800,902.400,303.100,78.200,
"2018-02-17 07:15:00",0.700,0.700,0.800,1.300,1.000,1.000,1.400,1.900,3582.600,905.600,383.400,118.600,
"2018-02-17 07:30:00",0.600,0.500,0.500,1.000,1.100,1.000,1.000,1.600,3749.500,1055.500,582.500,208.700,
"2018-02-17 07:45:00",0.300,0.500,0.500,0.800,0.700,1.000,1.100,1.500,3528.100,1259.800,901.600,378.800,
"2018-02-17 08:00:00",0.300,0.300,0.300,0.500,0.800,0.600,0.700,1.000,3373.800,748.000,383.400,398.900,
"2018-02-17 08:15:00",0.300,0.200,0.200,0.400,0.300,0.300,0.300,0.800,3277.100,661.600,232.700,361.200,
"2018-02-17 08:30:00",0.200,0.200,0.200,0.300,0.200,0.200,0.300,0.600,3277.000,655.600,219.100,270.300,
"2018-02-17 08:45:00",0.300,0.300,0.400,0.300,0.400,0.400,0.700,0.500,3277.200,659.900,247.400,106.800,
"2018-02-17 09:00:00",0.700,0.600,0.600,0.400,0.900,0.800,0.700,0.500,3277.900,657.000,219.800,65.900,
"2018-02-17 09:15:00",0.900,0.900,0.800,0.500,1.200,1.100,1.000,0.700,3279.600,657.500,220.200,62.800,
"2018-02-17 09:30:00",0.900,0.900,0.900,0.700,1.000,1.100,1.100,0.900,3278.200,657.100,220.000,63.000,
"2018-02-17 09:45:00",0.900,0.900,1.000,0.800,1.100,1.100,1.300,1.000,3278.300,656.900,220.300,56.200,
"2018-02-17 10:00:00",0.900,0.800,0.800,0.900,1.000,1.000,1.000,1.100,3278.100,657.000,220.200,56.300,
"2018-02-17 10:15:00",1.100,1.100,1.100,1.000,1.300,1.300,1.300,1.200,3279.700,657.600,220.400,56.400,
"2018-02-17 10:30:00",1.400,1.800,1.900,1.200,1.700,2.100,2.300,1.500,3278.800,657.800,221.100,56.700,
"2018-02-17 10:45:00",1.100,1.100,1.200,1.300,1.300,1.400,1.600,1.500,3278.300,657.200,220.400,56.700,
"2018-02-17 11:00:00",0.500,0.800,0.800,1.300,0.700,1.000,1.100,1.600,3277.900,656.900,220.000,56.600,
"2018-02-17 11:15:00",0.700,0.600,0.600,1.100,0.800,0.800,0.800,1.400,3277.700,656.500,219.900,56.500,
