Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-02 00:00:00",1.100,1.100,1.200,2.900,2.500,2.500,2.500,6.900,3289.900,667.000,229.500,83.800,
"2018-02-02 00:15:00",1.100,1.100,1.200,1.800,2.400,2.400,3.100,4.200,3284.300,666.000,254.900,79.100,
"2018-02-02 00:30:00",1.000,1.000,1.100,1.200,2.400,2.300,2.400,2.700,3294.500,668.900,231.100,73.200,
"2018-02-02 00:45:00",1.100,1.000,1.100,1.100,2.500,2.400,2.400,2.600,3287.600,665.900,231.200,72.800,
"2018-02-02 01:00:00",1.100,1.000,1.000,1.100,2.300,2.200,2.300,2.600,3287.400,668.800,230.600,73.100,
"2018-02-02 01:15:00",1.000,1.000,1.000,1.000,2.100,2.100,2.700,2.500,3287.700,666.400,252.800,72.600,
"2018-02-02 01:30:00",0.900,0.900,1.000,1.000,2.000,1.900,2.000,2.400,3282.600,663.100,227.000,71.500,
"2018-02-02 01:45:00",1.000,0.900,0.900,1.000,2.000,1.900,1.900,2.200,3285.900,663.400,227.500,70.600,
"2018-02-02 02:00:00",0.800,0.900,0.900,0.900,1.800,1.900,1.900,2.100,3285.800,664.300,226.800,69.700,
"2018-02-02 02:15:00",1.100,0.900,0.900,0.900,2.300,2.000,2.000,2.000,3288.700,664.800,227.900,63.400,
"2018-02-02 02:30:00",1.000,0.900,1.000,0.900,2.200,2.100,2.100,2.000,3287.400,666.000,229.300,64.000,
"2018-02-02 02:45:00",1.000,1.100,1.000,0.900,2.200,2.400,2.300,2.100,3286.600,667.600,228.700,64.300,
"2018-02-02 03:00:00",1.000,1.000,1.000,1.000,2.100,2.300,2.400,2.200,3290.200,666.500,229.100,64.900,
"2018-02-02 03:15:00",1.100,1.100,1.100,1.000,2.500,2.400,2.500,2.300,3286.500,665.100,232.600,66.100,
"2018-02-02 03:30:00",1.000,1.000,1.000,1.000,2.100,2.100,2.200,2.300,3286.800,665.800,228.500,65.900,
"2018-02-02 03:45:00",1.300,1.000,1.300,1.100,3.400,2.400,4.200,2.800,3335.000,679.000,277.500,78.100,
"2018-02-02 04:00:00",1.100,1.000,1.000,1.100,2.700,2.400,2.500,2.900,3291.700,666.800,244.900,82.000,
"2018-02-02 04:15:00",1.100,1.100,1.300,1.200,2.400,2.600,3.000,3.000,3285.500,664.700,230.100,81.400,
"2018-02-02 04:30:00",1.000,0.900,0.900,1.100,2.100,2.000,2.100,3.000,3284.600,663.200,227.400,81.100,
"2018-02-02 04:45:00",0.900,0.900,0.900,1.000,2.000,2.000,2.000,2.400,3284.600,664.300,226.700,68.400,
"2018-02-02 05:00:00",0.900,1.100,0.900,1.000,1.900,3.600,2.500,2.400,3284.000,722.100,246.100,68.700,
"2018-02-02 05:15:00",0.800,0.800,0.800,0.900,1.800,1.800,1.800,2.100,3287.300,663.800,225.800,67.600,
"2018-02-02 05:30:00",0.900,0.800,0.800,0.900,2.100,1.900,1.900,2.000,3283.900,661.800,226.000,67.300,
"2018-02-02 05:45:00",4.400,1.700,1.200,0.900,14.500,5.000,3.000,2.300,3447.700,711.700,244.700,71.800,
"2018-02-02 06:00:00",6.200,2.200,1.300,1.000,23.000,7.600,4.100,2.700,3614.400,765.700,267.100,77.000,
"2018-02-02 06:15:00",0.800,0.800,0.800,1.000,1.700,1.800,1.800,2.700,3282.700,662.500,225.400,77.000,
"2018-02-02 06:30:00",0.900,0.800,0.800,1.000,1.800,1.900,1.800,2.700,3282.000,664.100,226.200,77.000,
"2018-02-02 06:45:00",0.900,1.000,0.900,1.000,2.700,3.500,2.400,2.500,3305.100,722.600,245.000,77.100,
"2018-02-02 07:00:00",1.000,3.000,1.700,1.100,3.300,9.700,5.000,2.800,3336.800,752.300,273.300,78.700,
"2018-02-02 07:15:00",0.900,1.100,1.100,1.100,2.100,2.700,2.700,3.000,3298.200,679.600,239.900,82.300,
"2018-02-02 07:30:00",1.700,1.100,1.200,1.200,7.000,3.200,4.300,3.600,3383.000,692.300,286.200,97.300,
