Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-05 00:00:00",4.400,2.700,1.500,1.300,21.100,11.700,5.500,3.400,3701.600,874.200,315.000,90.000,
"2018-02-05 00:15:00",0.700,0.700,1.100,1.100,1.500,1.400,3.400,3.300,3292.100,664.800,263.400,96.900,
"2018-02-05 00:30:00",0.700,0.700,0.700,1.100,1.600,1.400,1.400,3.100,3290.400,664.800,227.800,96.700,
"2018-02-05 00:45:00",0.700,0.600,0.700,1.000,1.400,1.400,1.500,2.900,3285.200,663.400,230.000,95.200,
"2018-02-05 01:00:00",1.000,26.700,9.400,2.900,1.800,73.000,25.300,7.900,3282.100,1076.800,365.400,107.800,
"2018-02-05 01:15:00",0.700,0.600,0.700,2.800,1.300,1.300,1.500,7.400,3285.100,661.200,225.600,98.400,
"2018-02-05 01:30:00",0.600,0.600,0.600,2.800,1.200,1.300,1.300,7.400,3282.300,660.600,223.900,97.400,
"2018-02-05 01:45:00",2.000,1.500,1.200,3.000,4.600,3.600,2.800,7.700,3294.400,669.500,232.100,97.900,
"2018-02-05 02:00:00",0.700,0.800,1.200,0.900,1.600,1.700,2.800,2.100,3282.900,661.800,227.600,63.500,
"2018-02-05 02:15:00",1.300,4.100,1.800,1.200,2.900,11.900,4.900,2.900,3285.800,734.300,249.700,69.500,
"2018-02-05 02:30:00",0.700,0.600,0.600,1.200,1.300,1.300,1.400,3.000,3281.600,660.200,226.300,70.100,
"2018-02-05 02:45:00",0.700,0.800,0.700,1.100,1.400,2.600,2.000,2.800,3282.700,706.100,248.600,74.200,
"2018-02-05 03:00:00",0.600,0.600,0.600,0.900,1.200,1.300,1.200,2.400,3280.100,659.600,222.700,73.000,
"2018-02-05 03:15:00",0.700,0.700,0.700,0.600,1.600,1.600,1.400,1.500,3284.000,664.700,225.800,67.000,
"2018-02-05 03:30:00",0.600,0.600,0.700,0.700,1.500,1.500,1.800,1.600,3282.000,661.100,238.100,70.000,
"2018-02-05 03:45:00",0.800,3.600,1.700,0.900,1.600,19.300,7.600,3.000,3282.400,987.200,334.100,91.300,
