Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-18 00:00:00",1.600,1.600,1.700,1.600,2.400,2.500,2.600,2.400,3280.200,659.800,223.000,58.500,
"2018-02-18 00:15:00",2.000,2.000,1.800,1.600,3.000,2.900,2.800,2.500,3280.400,659.800,222.700,58.600,
"2018-02-18 00:30:00",1.700,1.700,1.900,1.700,2.600,2.600,2.800,2.600,3282.000,660.200,223.400,59.000,
"2018-02-18 00:45:00",1.500,1.500,1.600,1.700,2.300,2.300,2.300,2.600,3279.900,659.100,222.400,59.000,
"2018-02-18 01:00:00",1.500,1.400,1.500,1.700,2.300,2.100,2.200,2.500,3282.400,659.200,222.600,58.900,
"2018-02-18 01:15:00",1.400,1.500,1.400,1.600,2.100,2.200,2.200,2.400,3280.000,658.800,221.900,58.700,
"2018-02-18 01:30:00",1.500,1.500,1.500,1.500,2.300,2.300,2.200,2.200,3280.400,660.500,222.700,58.600,
"2018-02-18 01:45:00",1.400,1.300,1.300,1.400,2.100,2.000,2.000,2.100,3279.400,658.700,221.900,58.400,
"2018-02-18 02:00:00",1.700,1.600,1.400,1.400,2.500,2.400,2.200,2.100,3280.400,659.200,222.100,58.300,
"2018-02-18 02:15:00",4.700,3.900,2.400,1.700,5.900,5.000,3.300,2.400,3284.400,662.300,223.500,58.700,
"2018-02-18 02:30:00",3.200,3.600,3.500,2.200,4.200,4.600,4.600,3.000,3283.500,662.200,224.800,59.200,
"2018-02-18 02:45:00",3.300,4.000,3.600,2.700,4.300,5.000,4.600,3.600,3281.900,661.500,224.200,59.800,
"2018-02-18 03:00:00",1.100,1.000,1.400,2.700,1.600,1.500,2.000,3.600,3281.700,658.300,222.100,59.800,
"2018-02-18 03:15:00",1.000,0.900,1.100,2.400,1.600,1.500,1.700,3.200,3281.200,659.400,222.300,59.500,
"2018-02-18 03:30:00",0.900,0.700,1.000,1.800,1.500,1.300,1.600,2.500,3281.700,658.800,222.400,58.900,
"2018-02-18 03:45:00",0.700,0.700,0.800,1.100,1.200,1.200,1.200,1.600,3281.000,658.200,221.600,58.300,
"2018-02-18 04:00:00",0.900,0.800,0.800,0.900,1.400,1.300,1.300,1.500,3283.600,660.000,221.600,58.100,
"2018-02-18 04:15:00",0.800,0.800,0.800,0.800,1.300,1.300,1.400,1.400,3280.300,659.300,221.300,57.900,
"2018-02-18 04:30:00",0.800,0.800,0.800,0.800,1.300,1.400,1.300,1.300,3280.100,658.800,221.700,57.700,
