Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-14 00:00:00",23.400,22.700,17.900,8.400,36.000,35.300,30.200,16.500,3362.900,724.000,339.700,149.100,
"2018-02-14 00:15:00",10.000,11.700,14.800,10.500,17.900,19.600,23.900,18.800,3327.000,700.200,278.900,150.500,
"2018-02-14 00:30:00",8.300,9.500,9.400,11.900,13.600,15.300,15.800,20.400,3300.900,682.100,253.100,133.200,
"2018-02-14 00:45:00",2.300,2.400,3.500,11.400,4.400,4.600,6.300,19.000,3292.400,667.300,232.100,112.100,
"2018-02-14 01:00:00",2.000,2.000,2.100,7.400,3.500,3.600,3.800,12.500,3282.800,662.500,227.100,84.000,
"2018-02-14 01:15:00",2.300,2.000,2.000,4.200,4.100,3.700,3.800,7.400,3286.300,667.100,232.600,72.400,
"2018-02-14 01:30:00",2.300,2.800,2.400,2.500,4.500,6.500,4.900,4.800,3292.700,716.300,250.900,72.000,
"2018-02-14 01:45:00",2.200,2.100,2.100,2.200,3.900,3.900,3.900,4.100,3284.100,664.500,226.800,70.600,
"2018-02-14 02:00:00",2.100,2.200,2.200,2.200,3.900,4.200,4.000,4.100,3286.000,666.000,228.300,70.800,
"2018-02-14 02:15:00",2.200,2.300,2.600,2.300,4.300,4.300,6.400,4.800,3284.600,664.800,250.000,75.200,
"2018-02-14 02:30:00",2.300,2.100,2.200,2.300,4.100,3.900,4.300,4.600,3286.700,663.200,228.300,69.500,
"2018-02-14 02:45:00",2.400,2.300,2.200,2.300,4.300,4.600,4.100,4.700,3286.500,692.300,235.600,71.700,
"2018-02-14 03:00:00",1.900,2.000,2.300,2.300,3.600,3.800,4.900,4.900,3284.900,664.000,253.900,78.100,
"2018-02-14 03:15:00",2.100,2.000,2.100,2.200,3.700,3.600,4.000,4.300,3282.800,661.300,236.300,74.700,
"2018-02-14 03:30:00",2.100,2.100,2.100,2.200,3.800,3.800,3.900,4.200,3283.600,662.800,232.200,75.700,
"2018-02-14 03:45:00",2.100,2.200,2.200,2.200,4.300,4.200,4.200,4.200,3329.100,675.900,230.700,74.500,
"2018-02-14 04:00:00",2.200,2.200,2.200,2.200,4.000,4.000,4.000,4.000,3284.800,662.500,225.500,67.300,
"2018-02-14 04:15:00",2.600,2.200,2.200,2.200,7.300,4.500,4.200,4.100,3382.200,681.900,232.500,66.400,
"2018-02-14 04:30:00",2.300,2.100,2.100,2.200,4.100,3.800,3.800,4.000,3284.900,661.900,225.800,64.800,
"2018-02-14 04:45:00",2.100,2.000,2.100,2.100,3.800,3.900,3.800,3.900,3284.200,672.200,228.900,64.300,
"2018-02-14 05:00:00",2.500,2.300,2.200,2.100,4.600,4.400,4.100,4.000,3285.400,665.900,232.600,66.100,
"2018-02-14 05:15:00",2.500,2.500,2.500,2.200,4.700,4.600,4.700,4.100,3286.600,667.100,231.600,65.900,
"2018-02-14 05:30:00",2.500,2.700,2.600,2.300,4.700,5.100,4.900,4.400,3287.400,673.500,232.900,67.700,
"2018-02-14 05:45:00",2.900,4.900,3.700,2.800,5.600,8.500,6.700,5.100,3305.300,700.300,250.000,72.900,
"2018-02-14 06:00:00",2.600,3.100,3.200,3.000,4.800,5.700,5.900,5.500,3287.000,685.700,244.500,75.900,
"2018-02-14 06:15:00",2.700,2.800,5.700,3.800,5.400,5.500,12.500,7.500,3289.000,669.900,262.100,83.500,
"2018-02-14 06:30:00",2.200,2.300,2.500,3.800,4.100,4.300,4.800,7.500,3283.500,665.400,233.200,83.600,
"2018-02-14 06:45:00",2.100,2.100,2.300,3.400,3.800,4.100,4.300,6.900,3284.300,669.100,240.200,81.200,
"2018-02-14 07:00:00",7.600,3.500,2.700,3.300,20.600,8.000,5.700,6.800,3472.500,707.800,251.400,82.900,
"2018-02-14 07:15:00",2.400,2.300,2.200,2.400,4.300,4.300,4.200,4.800,3286.400,677.500,236.000,76.300,
"2018-02-14 07:30:00",3.200,2.400,2.400,2.400,9.800,5.300,5.000,4.800,3425.400,693.100,253.300,81.400,
"2018-02-14 07:45:00",5.100,4.200,3.200,2.600,20.900,12.700,8.500,5.900,3820.500,888.000,343.400,107.200,
"2018-02-14 08:00:00",2.200,3.500,2.800,2.600,4.200,8.600,6.500,6.100,3286.900,701.400,266.700,111.000,
"2018-02-14 08:15:00",2.400,2.300,2.300,2.700,4.400,4.300,4.500,6.100,3286.200,665.700,230.700,109.700,
"2018-02-14 08:30:00",2.600,3.600,2.800,2.800,5.300,8.700,6.200,6.400,3292.700,699.400,249.200,108.700,
"2018-02-14 08:45:00",2.200,2.300,2.300,2.600,4.200,4.400,4.400,5.400,3284.900,665.900,229.300,80.100,
"2018-02-14 09:00:00",2.600,2.500,2.900,2.600,4.900,4.700,6.500,5.400,3291.000,668.800,245.800,74.900,
"2018-02-14 09:15:00",2.300,2.300,2.300,2.600,4.200,4.200,4.300,5.400,3289.900,665.800,228.800,74.400,
"2018-02-14 09:30:00",2.100,2.200,2.300,2.500,3.900,4.200,4.400,4.900,3284.200,665.100,231.700,70.100,
"2018-02-14 09:45:00",2.900,3.200,2.800,2.600,5.300,5.500,5.000,5.000,3292.700,670.900,232.700,70.900,
"2018-02-14 10:00:00",6.300,4.700,4.200,2.900,10.100,9.100,8.900,5.600,3314.800,699.500,269.500,76.800,
"2018-02-14 10:15:00",3.600,3.500,4.200,3.400,6.800,6.800,7.600,6.400,3302.800,680.900,244.200,80.700,
"2018-02-14 10:30:00",5.100,5.000,4.500,3.900,13.100,12.300,9.600,7.800,3370.300,736.500,265.700,89.200,
"2018-02-14 10:45:00",4.600,4.900,5.000,4.500,10.300,11.800,12.300,9.600,3324.800,727.700,298.000,105.500,
"2018-02-14 11:00:00",4.300,4.700,4.500,4.500,9.000,9.900,10.000,9.900,3317.300,697.800,266.900,104.900,
"2018-02-14 11:15:00",14.300,14.000,8.100,5.500,38.600,37.200,20.300,13.100,3492.100,854.900,324.500,124.900,
"2018-02-14 11:30:00",8.700,8.900,8.700,6.600,22.900,23.300,22.300,16.200,3416.200,796.100,339.900,143.500,
"2018-02-14 11:45:00",5.100,6.600,7.600,7.200,12.500,17.200,20.100,18.200,3330.700,753.600,348.700,156.200,
"2018-02-14 12:00:00",4.000,3.800,4.000,7.100,8.500,8.100,8.800,17.900,3303.000,680.500,253.800,152.900,
"2018-02-14 12:15:00",5.400,5.300,4.700,6.200,15.200,14.400,11.700,15.700,3408.300,786.700,311.100,149.500,
"2018-02-14 12:30:00",4.100,4.100,4.700,5.200,9.700,9.800,11.300,13.000,3338.800,727.600,298.700,139.200,
"2018-02-14 12:45:00",3.800,3.700,3.800,4.300,8.600,8.400,8.700,10.100,3337.700,719.200,284.500,123.200,
"2018-02-14 13:00:00",3.300,3.500,3.600,4.200,7.000,7.500,7.900,9.900,3311.800,694.200,267.200,126.500,
"2018-02-14 13:15:00",4.800,5.000,4.300,4.100,12.100,12.800,10.400,9.600,3365.800,757.900,295.300,123.200,
"2018-02-14 13:30:00",4.100,4.200,5.000,4.200,8.400,9.800,12.500,9.900,3338.000,735.600,317.200,127.400,
"2018-02-14 13:45:00",3.600,3.500,3.600,4.100,6.900,6.900,7.500,9.600,3297.000,680.500,258.000,120.700,
"2018-02-14 14:00:00",3.300,3.400,3.600,4.100,6.400,7.000,7.400,9.400,3297.700,688.400,256.500,117.900,
"2018-02-14 14:15:00",4.200,3.700,3.800,4.000,12.300,9.000,8.700,9.000,3425.700,725.400,279.300,113.900,
"2018-02-14 14:30:00",3.400,3.100,3.300,3.600,7.900,6.900,7.400,7.700,3332.100,695.000,266.400,101.200,
"2018-02-14 14:45:00",2.800,2.900,3.000,3.400,6.000,6.500,7.200,7.700,3301.500,688.300,269.900,104.200,
"2018-02-14 15:00:00",2.900,3.000,2.900,3.300,6.000,6.700,6.600,7.500,3300.700,695.300,257.000,104.300,
"2018-02-14 15:15:00",2.400,3.800,2.900,3.000,4.900,11.200,7.500,7.200,3296.500,756.400,276.300,103.500,
"2018-02-14 15:30:00",1.900,2.200,2.600,2.900,3.800,5.100,6.100,6.800,3289.500,698.200,265.700,103.300,
"2018-02-14 15:45:00",1.200,1.200,1.700,2.500,2.100,2.300,4.100,6.100,3281.400,678.600,255.900,99.900,
"2018-02-14 16:00:00",1.900,1.900,1.600,2.200,5.600,5.300,4.300,5.500,3325.500,706.100,253.500,99.000,
"2018-02-14 16:15:00",1.100,1.100,1.600,1.900,2.100,2.200,4.500,4.700,3283.500,667.200,251.900,92.900,
"2018-02-14 16:30:00",0.800,0.800,1.300,1.600,2.000,2.300,3.500,4.100,3292.300,697.600,251.800,89.400,
"2018-02-14 16:45:00",0.700,0.800,0.900,1.400,1.600,1.700,2.500,3.700,3283.800,661.100,236.900,84.700,
"2018-02-14 17:00:00",0.700,0.700,0.800,1.200,1.400,1.500,2.000,3.100,3279.200,661.000,226.700,78.000,
"2018-02-14 17:15:00",3.700,1.400,1.400,1.100,14.100,5.000,4.800,3.200,3435.700,706.100,264.300,81.100,
"2018-02-14 17:30:00",0.600,0.500,0.700,1.000,1.100,1.100,1.900,2.800,3281.000,659.700,231.900,76.100,
"2018-02-14 17:45:00",0.500,0.500,0.600,0.900,1.000,1.100,1.500,2.500,3283.300,664.300,232.600,75.000,
"2018-02-14 18:00:00",0.400,0.500,0.600,0.800,1.000,1.600,1.800,2.500,3285.700,668.800,236.700,77.500,
"2018-02-14 18:15:00",0.400,0.400,0.400,0.600,0.800,1.000,1.200,1.600,3280.800,664.300,227.800,68.400,
"2018-02-14 18:30:00",0.500,0.500,0.400,0.500,1.100,1.000,0.900,1.400,3281.500,661.400,224.400,66.600,
"2018-02-14 18:45:00",0.400,0.400,0.400,0.500,0.800,0.800,0.800,1.200,3279.100,657.300,220.400,63.500,
