Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-16 00:00:00",1.300,1.500,1.000,0.500,2.000,2.300,1.500,0.800,3278.900,658.100,220.400,55.600,
"2018-02-16 00:15:00",0.400,0.200,0.300,0.500,0.600,0.300,0.500,0.800,3277.900,655.800,219.100,55.700,
"2018-02-16 00:30:00",0.200,0.300,0.200,0.500,0.200,0.400,0.300,0.700,3277.100,656.000,219.000,55.600,
"2018-02-16 00:45:00",0.300,0.400,0.300,0.500,0.400,0.500,0.500,0.700,3277.300,655.900,219.000,55.500,
"2018-02-16 01:00:00",0.200,0.100,0.100,0.200,0.400,0.200,0.100,0.400,3277.200,655.600,218.800,55.100,
"2018-02-16 01:15:00",0.000,0.100,0.200,0.200,0.100,0.200,0.300,0.300,3277.100,655.600,219.000,55.100,
"2018-02-16 01:30:00",0.700,0.600,0.200,0.200,1.100,0.900,0.300,0.300,3279.400,656.600,219.000,55.100,
"2018-02-16 01:45:00",0.300,0.300,0.800,0.300,0.500,0.400,1.200,0.500,3277.300,656.400,219.900,55.300,
"2018-02-16 02:00:00",0.500,1.400,1.200,0.600,0.800,2.000,1.600,0.800,3279.000,658.000,220.400,55.700,
"2018-02-16 02:15:00",0.200,0.200,0.200,0.600,1.300,0.800,0.500,0.900,3409.200,715.400,239.300,60.800,
"2018-02-16 02:30:00",0.500,0.400,0.400,0.600,4.200,3.600,2.200,1.400,3949.000,1104.000,450.300,118.700,
"2018-02-16 02:45:00",3.400,1.700,1.400,0.800,6.200,3.300,4.000,2.100,3482.900,782.900,479.800,183.600,
"2018-02-16 03:00:00",2.300,3.500,4.700,1.700,4.300,6.300,8.800,3.900,3464.500,830.500,466.300,245.100,
"2018-02-16 03:15:00",0.800,0.600,0.800,1.800,13.100,11.200,8.100,5.800,5446.400,2257.300,1195.800,484.200,
"2018-02-16 03:30:00",1.300,1.100,0.800,1.900,6.400,7.400,8.400,7.300,4572.400,2445.000,1841.300,832.000,
"2018-02-16 03:45:00",0.300,0.400,0.600,1.700,2.100,3.700,4.700,7.500,3649.500,1573.600,1289.800,1034.500,
"2018-02-16 04:00:00",0.300,0.300,0.300,0.600,0.500,0.600,1.000,5.500,3304.800,683.700,342.100,1003.400,
"2018-02-16 04:15:00",0.300,0.200,0.300,0.500,0.500,0.400,0.600,3.700,3285.600,672.900,236.400,763.500,
"2018-02-16 04:30:00",0.300,0.300,0.200,0.400,0.800,0.500,0.400,1.700,3327.400,682.200,238.600,362.900,
"2018-02-16 04:45:00",0.600,0.700,0.500,0.400,0.800,0.900,0.900,0.700,3285.600,661.900,243.800,101.400,
"2018-02-16 05:00:00",0.500,0.400,0.500,0.400,0.600,0.600,0.700,0.600,3291.500,669.600,228.200,72.900,
"2018-02-16 05:15:00",0.300,0.300,0.300,0.400,0.400,0.400,0.400,0.600,3291.900,664.300,224.000,69.800,
"2018-02-16 05:30:00",3.300,1.200,0.900,0.600,8.400,2.800,1.800,0.900,3684.000,776.800,279.300,80.000,
"2018-02-16 05:45:00",0.100,0.100,1.400,0.800,0.100,0.100,2.700,1.400,3277.000,655.800,281.400,89.400,
"2018-02-16 06:00:00",0.200,0.100,0.100,0.700,4.100,1.900,1.000,1.500,3797.400,888.000,324.800,113.500,
"2018-02-16 06:15:00",0.400,0.500,0.300,0.700,2.700,4.500,2.800,2.100,3622.500,1225.700,571.900,200.500,
"2018-02-16 06:30:00",1.700,0.600,0.300,0.500,5.500,3.700,3.500,2.500,3974.800,1128.300,683.400,301.500,
"2018-02-16 06:45:00",2.400,3.800,3.200,1.000,6.900,9.200,9.400,4.200,4011.900,1271.300,979.400,476.000,
"2018-02-16 07:00:00",0.900,1.000,1.500,1.300,1.600,1.800,2.500,4.500,3377.200,749.400,344.900,481.100,
"2018-02-16 07:15:00",1.200,1.000,1.000,1.500,5.300,4.400,3.000,4.600,3710.600,1006.400,427.300,444.900,
"2018-02-16 07:30:00",1.800,1.800,1.800,1.900,2.200,2.200,2.900,4.500,3279.100,660.700,302.600,349.700,
"2018-02-16 07:45:00",6.300,4.800,3.100,1.800,10.100,7.200,4.400,3.200,3383.700,773.100,275.000,173.600,
"2018-02-16 08:00:00",2.300,3.100,4.900,2.700,2.900,4.300,7.600,4.500,3390.700,800.600,303.800,163.300,
"2018-02-16 08:15:00",2.100,2.000,2.100,3.000,2.600,2.600,2.700,4.400,3335.000,743.200,331.000,139.300,
"2018-02-16 08:30:00",2.300,2.300,2.300,3.100,2.800,2.900,2.900,4.400,3317.300,706.200,306.700,140.300,
"2018-02-16 08:45:00",2.100,2.200,2.400,2.900,2.600,2.800,2.900,4.000,3282.700,659.500,228.800,128.700,
"2018-02-16 09:00:00",1.800,2.100,2.400,2.300,2.200,2.700,3.100,2.900,3279.400,659.200,223.200,108.600,
"2018-02-16 09:15:00",1.900,2.100,2.300,2.300,2.400,2.700,3.000,3.000,3280.000,660.100,224.200,81.900,
"2018-02-16 09:30:00",1.700,1.700,1.700,2.200,2.100,2.100,2.100,2.800,3279.400,658.500,221.300,60.500,
"2018-02-16 09:45:00",2.100,1.600,1.700,2.000,2.900,2.100,2.200,2.600,3280.100,657.700,221.500,58.700,
"2018-02-16 10:00:00",1.900,1.300,1.200,1.700,2.500,1.700,1.600,2.200,3280.800,657.800,220.600,58.000,
"2018-02-16 10:15:00",1.100,1.000,1.200,1.400,1.400,1.400,1.600,1.900,3279.600,657.500,220.900,57.200,
"2018-02-16 10:30:00",0.900,0.900,1.000,1.300,1.100,1.100,1.300,1.700,3278.000,657.100,220.300,57.000,
"2018-02-16 10:45:00",0.500,0.400,0.600,1.000,0.600,0.600,0.800,1.300,3279.900,656.700,219.600,56.500,
"2018-02-16 11:00:00",0.500,0.500,0.500,0.800,0.700,0.700,0.600,1.100,3277.500,656.200,219.400,56.200,
"2018-02-16 11:15:00",0.800,0.800,0.600,0.700,1.000,1.100,0.900,0.900,3277.900,657.700,220.100,56.000,
"2018-02-16 11:30:00",0.700,0.800,0.800,0.600,1.000,1.100,1.100,0.800,3278.800,660.500,221.200,56.200,
"2018-02-16 11:45:00",0.500,0.500,0.600,0.600,0.800,0.700,0.800,0.900,3280.900,658.100,221.500,56.700,
"2018-02-16 12:00:00",0.800,0.700,0.500,0.700,1.000,0.900,0.700,0.900,3289.000,661.300,222.600,57.500,
"2018-02-16 12:15:00",0.700,0.700,0.600,0.700,1.000,1.000,0.900,0.900,3281.700,657.700,222.800,58.200,
"2018-02-16 12:30:00",0.900,0.900,0.800,0.700,1.200,1.300,1.200,0.900,3286.600,662.400,224.000,58.900,
"2018-02-16 12:45:00",0.200,0.500,0.600,0.700,0.400,0.700,0.900,0.900,3279.700,660.300,226.000,60.000,
"2018-02-16 13:00:00",0.500,0.500,0.400,0.600,0.800,0.800,0.700,0.900,3279.300,657.400,220.700,59.600,
"2018-02-16 13:15:00",0.500,0.400,0.500,0.600,0.700,0.700,0.700,0.900,3277.600,656.600,219.900,58.800,
"2018-02-16 13:30:00",0.300,0.200,0.300,0.400,0.500,0.300,0.400,0.700,3278.800,656.100,219.200,57.600,
"2018-02-16 13:45:00",0.200,0.100,0.100,0.300,0.300,0.200,0.300,0.500,3277.200,655.700,219.000,55.900,
"2018-02-16 14:00:00",0.500,0.200,0.100,0.200,0.700,0.300,0.200,0.400,3277.500,656.000,218.900,55.400,
"2018-02-16 14:15:00",0.300,0.200,0.200,0.200,0.500,0.400,0.400,0.300,3277.400,656.100,219.200,55.200,
