Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-09 00:00:00",1.500,1.500,2.200,2.600,3.300,3.200,7.000,6.500,3291.400,668.300,304.500,110.000,
"2018-02-09 00:15:00",1.100,1.100,1.200,2.200,2.400,2.400,2.800,5.800,3287.200,666.100,229.900,108.500,
"2018-02-09 00:30:00",0.800,0.800,0.900,1.600,1.900,2.000,2.200,4.300,3285.700,662.500,227.100,93.200,
"2018-02-09 00:45:00",0.700,0.700,1.900,1.600,1.800,1.600,6.500,4.600,3288.600,663.200,282.700,97.200,
"2018-02-09 01:00:00",0.600,0.600,0.700,1.200,1.600,1.500,1.700,3.300,3282.700,662.700,225.400,77.400,
"2018-02-09 01:15:00",0.700,0.600,0.700,1.000,1.600,1.600,1.900,3.100,3283.100,663.400,236.200,79.000,
"2018-02-09 01:30:00",0.800,0.700,0.600,1.000,1.800,1.700,1.600,2.900,3285.800,664.700,227.600,79.100,
"2018-02-09 01:45:00",0.800,0.800,0.700,0.700,1.900,2.100,1.800,1.700,3285.000,687.900,234.500,67.100,
"2018-02-09 02:00:00",0.800,0.700,0.600,0.700,1.900,1.600,1.600,1.700,3293.500,665.600,227.500,67.600,
"2018-02-09 02:15:00",0.700,0.700,0.700,0.700,1.800,1.800,1.800,1.700,3290.100,669.800,231.000,66.300,
"2018-02-09 02:30:00",0.800,6.300,2.500,1.200,2.700,26.200,9.900,3.800,3297.500,985.800,338.100,93.900,
"2018-02-09 02:45:00",0.700,0.600,0.700,1.100,1.600,1.500,1.900,3.800,3286.700,665.800,236.700,94.500,
"2018-02-09 03:00:00",0.600,0.600,0.700,1.200,1.400,1.400,2.600,4.100,3286.300,663.500,254.200,101.200,
"2018-02-09 03:15:00",0.600,0.600,0.600,1.100,1.400,1.300,1.400,4.000,3286.500,662.900,225.500,99.800,
"2018-02-09 03:30:00",0.500,0.600,0.600,0.600,1.300,1.800,1.500,1.900,3280.300,673.500,228.700,72.400,
"2018-02-09 03:45:00",0.600,0.600,0.600,0.600,1.600,1.400,1.300,1.700,3284.300,661.500,224.700,69.400,
"2018-02-09 04:00:00",0.600,0.500,0.500,0.600,1.400,1.300,1.400,1.400,3284.000,662.200,225.100,62.100,
"2018-02-09 04:15:00",0.500,0.500,0.600,0.600,1.200,1.400,1.400,1.400,3282.000,662.300,226.400,62.400,
"2018-02-09 04:30:00",2.000,1.900,1.200,0.700,5.400,5.300,3.300,1.800,3308.400,686.700,239.200,65.000,
"2018-02-09 04:45:00",0.700,1.100,1.400,0.900,1.700,4.200,5.400,2.900,3288.200,711.700,291.900,81.800,
"2018-02-09 05:00:00",0.700,0.600,0.600,0.900,1.700,1.600,1.600,2.900,3287.300,664.600,228.900,82.700,
"2018-02-09 05:15:00",0.600,0.600,0.600,1.000,1.500,1.500,1.500,2.900,3284.500,663.500,226.700,82.800,
"2018-02-09 05:30:00",0.600,0.600,0.600,0.800,1.600,1.600,1.500,2.500,3286.200,666.500,228.200,80.200,
"2018-02-09 05:45:00",2.600,1.500,0.900,0.700,7.600,4.900,2.700,1.800,3369.900,720.100,247.000,68.900,
"2018-02-09 06:00:00",1.100,2.200,2.100,1.000,3.200,7.400,7.900,3.400,3296.100,732.900,319.600,91.500,
"2018-02-09 06:15:00",0.600,0.600,0.700,1.100,1.500,1.600,1.800,3.500,3285.500,663.800,228.400,91.900,
"2018-02-09 06:30:00",0.600,0.600,0.700,1.100,1.400,1.600,2.400,3.700,3283.200,662.300,243.200,95.700,
"2018-02-09 06:45:00",0.600,1.500,0.900,1.100,1.600,7.400,3.500,3.900,3285.500,765.000,260.700,99.100,
"2018-02-09 07:00:00",4.800,4.800,2.000,1.100,23.300,19.800,7.700,3.900,3639.200,913.500,310.700,96.900,
"2018-02-09 07:15:00",0.600,0.700,1.400,1.200,1.400,1.600,4.700,4.600,3285.100,664.600,271.600,107.700,
"2018-02-09 07:30:00",5.900,2.300,1.900,1.500,30.200,10.800,7.700,5.900,3759.800,813.900,325.000,128.200,
"2018-02-09 07:45:00",1.200,1.300,1.400,1.700,4.800,5.500,5.600,6.400,3312.000,746.400,299.400,137.800,
"2018-02-09 08:00:00",5.800,3.500,3.400,2.000,21.500,14.900,15.700,8.400,3511.900,844.600,451.800,173.100,
"2018-02-09 08:15:00",0.800,0.800,1.300,2.000,2.100,2.200,5.400,8.600,3296.600,674.700,289.200,177.500,
"2018-02-09 08:30:00",0.800,0.700,0.700,1.700,2.000,1.900,1.900,7.100,3288.600,665.700,229.200,153.600,
