Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-06 00:00:00",1.300,1.700,2.400,1.800,3.300,4.300,6.400,4.400,3291.900,672.100,243.800,76.200,
"2018-02-06 00:15:00",1.900,4.000,4.800,2.600,3.700,8.900,11.500,6.400,3292.400,692.900,280.900,86.900,
"2018-02-06 00:30:00",2.200,1.800,1.500,2.600,3.400,3.200,2.800,6.200,3285.800,672.900,234.300,85.200,
"2018-02-06 00:45:00",3.000,2.800,2.800,2.900,5.900,5.600,4.500,6.300,3298.000,678.300,232.800,84.100,
"2018-02-06 01:00:00",0.600,0.600,2.400,2.900,1.400,1.400,5.500,6.100,3283.200,661.500,237.700,82.600,
"2018-02-06 01:15:00",0.600,0.600,0.600,1.800,1.200,1.400,1.400,3.500,3284.100,661.800,227.800,69.300,
"2018-02-06 01:30:00",0.600,0.700,0.800,1.600,1.200,1.400,1.500,3.200,3282.100,660.600,225.100,67.000,
"2018-02-06 01:45:00",5.800,6.000,2.700,1.600,7.200,7.600,3.700,3.000,3289.000,667.300,226.300,65.400,
"2018-02-06 02:00:00",0.600,0.600,1.400,1.400,1.200,1.300,2.300,2.200,3278.800,659.400,226.200,62.500,
"2018-02-06 02:15:00",0.700,0.700,0.700,1.400,1.400,1.600,1.500,2.200,3280.900,665.800,225.700,62.000,
"2018-02-06 02:30:00",0.700,0.700,0.700,1.300,1.500,1.600,1.500,2.300,3282.400,662.100,225.200,62.000,
"2018-02-06 02:45:00",0.600,0.600,0.600,0.800,1.200,1.200,1.400,1.700,3282.200,659.700,224.200,61.500,
"2018-02-06 03:00:00",0.700,0.600,0.600,0.600,1.400,1.300,1.400,1.400,3282.500,660.900,225.900,61.400,
"2018-02-06 03:15:00",0.700,0.700,0.700,0.600,1.400,1.400,1.400,1.400,3282.200,662.400,225.300,61.300,
"2018-02-06 03:30:00",0.800,0.800,0.700,0.700,1.500,1.600,1.500,1.400,3283.900,663.400,225.000,61.300,
"2018-02-06 03:45:00",0.700,0.700,0.800,0.700,1.500,1.500,1.600,1.500,3282.000,661.400,224.600,61.300,
"2018-02-06 04:00:00",1.800,1.500,1.000,0.800,3.000,2.600,1.900,1.600,3284.800,663.100,225.000,61.100,
"2018-02-06 04:15:00",0.600,0.800,1.500,1.000,1.300,1.500,2.500,1.900,3283.600,660.200,224.700,61.000,
"2018-02-06 04:30:00",1.000,1.000,0.800,1.000,1.900,2.200,1.700,1.900,3282.600,672.500,227.400,61.600,
"2018-02-06 04:45:00",0.700,0.700,0.900,1.100,1.400,1.600,2.300,2.100,3280.900,661.300,240.800,65.600,
"2018-02-06 05:00:00",0.800,0.700,0.700,1.000,1.800,1.600,1.500,2.000,3283.900,662.000,225.200,65.700,
"2018-02-06 05:15:00",0.800,0.800,0.800,0.800,2.000,1.900,1.800,1.800,3284.200,662.800,226.200,66.100,
"2018-02-06 05:30:00",0.800,0.800,0.800,0.800,1.600,1.800,1.900,1.900,3281.000,661.500,232.500,67.400,
"2018-02-06 05:45:00",0.700,1.400,0.900,0.800,1.300,5.100,2.800,2.000,3279.800,724.100,246.500,68.800,
"2018-02-06 06:00:00",0.600,0.600,0.600,0.800,1.300,1.200,1.500,2.000,3280.600,659.900,229.800,69.900,
"2018-02-06 06:15:00",1.000,1.200,1.300,0.900,2.300,3.600,3.600,2.400,3283.800,673.100,240.600,73.500,
