Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-13 00:00:00",3.000,3.300,3.500,3.300,6.700,7.800,8.700,7.400,3334.600,725.600,289.000,95.500,
"2018-02-13 00:15:00",2.700,2.800,2.800,3.300,4.800,5.400,5.100,7.000,3284.100,673.300,230.100,89.700,
"2018-02-13 00:30:00",2.600,2.500,2.500,3.000,4.300,4.300,4.400,6.100,3282.400,661.100,225.200,81.000,
"2018-02-13 00:45:00",2.700,2.600,2.800,2.900,4.700,4.500,5.200,5.900,3284.100,661.600,232.100,80.300,
"2018-02-13 01:00:00",2.900,2.800,2.900,2.800,4.900,4.700,5.600,5.100,3284.100,662.300,236.700,67.200,
"2018-02-13 01:15:00",2.800,3.600,3.100,2.800,4.900,8.700,6.200,5.400,3282.800,711.500,241.600,70.100,
"2018-02-13 01:30:00",3.000,2.900,2.900,2.900,5.000,4.900,5.200,5.600,3283.100,662.000,228.900,71.000,
"2018-02-13 01:45:00",2.700,2.700,2.800,2.900,4.700,4.600,5.000,5.500,3282.700,662.700,232.300,71.000,
"2018-02-13 02:00:00",2.700,2.700,2.800,2.900,4.700,4.700,5.100,5.400,3283.700,663.000,230.700,69.600,
"2018-02-13 02:15:00",2.800,2.600,2.600,2.800,4.900,4.600,4.600,5.000,3286.000,662.600,224.900,65.400,
"2018-02-13 02:30:00",3.200,3.600,6.300,3.600,5.600,7.500,21.300,9.000,3285.800,683.100,410.900,110.900,
"2018-02-13 02:45:00",3.000,2.900,3.100,3.700,5.400,5.200,5.500,9.100,3286.700,664.900,228.100,109.800,
"2018-02-13 03:00:00",2.700,2.600,2.700,3.700,4.700,4.600,4.800,9.000,3282.300,662.000,226.100,108.700,
"2018-02-13 03:15:00",2.700,2.600,2.600,3.700,4.800,4.900,4.700,9.100,3292.500,672.800,228.700,109.600,
"2018-02-13 03:30:00",2.900,2.900,2.900,2.800,5.000,5.200,5.200,5.000,3285.500,665.200,229.600,64.300,
"2018-02-13 03:45:00",2.800,2.700,2.800,2.700,5.000,4.800,4.900,4.900,3286.500,663.400,227.700,64.200,
"2018-02-13 04:00:00",4.000,3.600,3.500,3.000,6.700,6.000,8.500,5.800,3287.900,665.800,300.400,82.800,
"2018-02-13 04:15:00",3.500,3.300,3.900,3.300,6.000,5.700,6.400,6.300,3292.700,667.700,233.300,83.900,
"2018-02-13 04:30:00",2.900,2.800,3.600,3.400,5.100,5.100,6.500,6.600,3284.800,664.700,235.700,85.400,
"2018-02-13 04:45:00",3.900,3.100,2.800,3.500,10.300,7.200,5.600,6.800,3331.300,686.400,234.300,87.100,
"2018-02-13 05:00:00",2.800,2.700,2.800,3.300,5.100,5.100,5.900,6.100,3285.400,667.000,238.300,71.600,
"2018-02-13 05:15:00",3.500,3.100,2.800,3.000,5.400,5.100,5.100,5.800,3285.800,662.600,229.000,70.500,
"2018-02-13 05:30:00",2.400,2.600,2.600,2.800,4.500,5.600,4.900,5.400,3290.700,685.000,232.900,69.800,
"2018-02-13 05:45:00",3.100,2.400,2.400,2.700,8.600,4.900,4.600,5.100,3381.500,681.100,237.300,70.500,
"2018-02-13 06:00:00",2.200,2.200,2.300,2.500,3.900,3.900,4.200,4.700,3283.000,661.100,226.500,67.600,
"2018-02-13 06:15:00",2.200,2.200,2.400,2.400,3.900,4.100,4.800,4.600,3285.400,673.700,240.500,70.400,
"2018-02-13 06:30:00",2.300,2.400,2.400,2.300,4.300,4.200,4.400,4.500,3285.400,661.500,230.200,69.800,
"2018-02-13 06:45:00",2.400,2.800,2.500,2.400,4.200,7.800,5.400,4.700,3283.400,716.600,245.800,71.900,
"2018-02-13 07:00:00",2.300,2.300,2.500,2.400,4.200,4.500,5.200,5.000,3295.100,679.000,242.800,76.000,
"2018-02-13 07:15:00",3.900,2.700,2.700,2.500,16.000,7.300,7.000,5.500,3485.400,724.500,276.500,85.000,
"2018-02-13 07:30:00",4.100,2.700,2.500,2.600,15.100,7.200,6.400,6.000,3433.800,715.300,263.600,93.300,
"2018-02-13 07:45:00",2.300,2.400,2.600,2.600,4.600,4.800,5.600,6.100,3294.200,676.700,248.500,94.000,
"2018-02-13 08:00:00",2.300,2.400,2.800,2.700,4.100,4.300,5.000,6.000,3282.400,662.400,231.300,91.100,
"2018-02-13 08:15:00",2.100,2.300,2.200,2.500,3.900,4.600,4.100,5.300,3283.700,667.900,226.800,78.700,
"2018-02-13 08:30:00",2.100,2.000,2.100,2.400,3.900,3.800,3.800,4.700,3282.500,661.900,225.500,69.200,
"2018-02-13 08:45:00",1.900,1.900,2.600,2.400,3.500,3.600,5.500,4.600,3286.100,661.700,240.000,67.100,
"2018-02-13 09:00:00",2.100,2.100,2.000,2.200,4.000,4.000,3.900,4.300,3285.700,666.100,228.800,66.400,
"2018-02-13 09:15:00",2.900,2.300,2.200,2.200,6.000,4.200,4.000,4.300,3311.600,667.000,226.900,66.500,
"2018-02-13 09:30:00",2.100,2.100,2.200,2.200,4.100,3.800,4.000,4.300,3285.200,664.000,227.100,66.900,
"2018-02-13 09:45:00",2.300,2.100,2.200,2.100,4.200,3.800,4.000,4.000,3290.300,666.000,228.400,64.000,
"2018-02-13 10:00:00",2.200,2.300,2.300,2.200,3.900,4.000,4.200,4.000,3290.200,665.800,229.900,64.200,
"2018-02-13 10:15:00",2.600,2.300,2.200,2.200,5.000,4.200,4.000,4.000,3303.300,667.700,227.500,64.400,
"2018-02-13 10:30:00",2.300,3.100,2.800,2.400,4.400,5.400,5.100,4.300,3295.800,674.700,235.200,66.400,
"2018-02-13 10:45:00",3.000,2.700,2.500,2.500,5.400,4.800,4.600,4.500,3289.700,666.400,232.700,67.500,
"2018-02-13 11:00:00",2.700,2.900,2.800,2.600,4.800,5.300,5.100,4.700,3287.300,673.300,235.300,68.800,
"2018-02-13 11:15:00",2.700,2.700,2.800,2.700,4.500,4.700,4.900,5.000,3285.700,665.400,232.300,70.000,
"2018-02-13 11:30:00",2.600,2.700,2.800,2.700,4.200,4.500,4.800,4.900,3282.300,662.600,228.500,68.400,
"2018-02-13 11:45:00",2.900,2.900,2.900,2.800,5.700,5.400,5.100,5.000,3325.600,697.600,242.900,70.900,
"2018-02-13 12:00:00",2.800,2.800,2.900,2.800,4.800,4.800,5.100,5.000,3284.200,665.400,238.100,71.600,
"2018-02-13 12:15:00",3.400,3.000,2.900,2.900,7.400,5.500,5.100,5.000,3343.600,678.800,235.500,72.400,
"2018-02-13 12:30:00",2.900,2.900,2.900,2.900,4.900,5.000,5.000,5.100,3285.900,664.900,227.900,72.300,
"2018-02-13 12:45:00",2.600,2.700,3.100,2.900,4.400,4.800,5.900,5.300,3285.200,664.700,238.700,71.200,
"2018-02-13 13:00:00",2.800,2.700,2.700,2.900,5.600,4.600,4.800,5.200,3303.300,667.800,233.400,70.000,
"2018-02-13 13:15:00",2.300,2.300,2.400,2.800,3.900,3.900,4.200,5.000,3282.400,661.400,228.400,68.300,
"2018-02-13 13:30:00",2.500,2.400,2.500,2.700,4.100,4.000,4.300,4.800,3282.300,661.100,229.200,68.600,
"2018-02-13 13:45:00",2.400,2.400,2.500,2.500,4.000,3.900,4.200,4.400,3282.100,660.900,227.100,65.700,
"2018-02-13 14:00:00",2.500,2.500,2.600,2.500,4.200,4.200,4.400,4.300,3286.100,663.900,229.300,64.800,
"2018-02-13 14:15:00",3.000,2.700,2.700,2.600,5.600,4.900,4.900,4.500,3304.200,674.600,239.400,67.400,
"2018-02-13 14:30:00",2.600,2.500,2.700,2.600,4.400,4.100,4.500,4.500,3284.900,664.100,230.800,67.800,
"2018-02-13 14:45:00",2.500,3.000,2.700,2.600,4.200,6.300,4.800,4.700,3288.800,687.800,233.500,69.400,
"2018-02-13 15:00:00",2.500,2.500,3.400,2.900,4.100,4.300,7.200,5.400,3287.100,666.100,258.600,76.700,
"2018-02-13 15:15:00",2.700,2.700,2.500,2.800,4.600,4.300,4.000,5.100,3302.800,667.900,226.800,73.600,
"2018-02-13 15:30:00",2.500,2.500,2.500,2.800,3.900,4.100,4.000,5.000,3283.200,663.900,229.500,73.200,
"2018-02-13 15:45:00",2.400,2.700,2.900,2.800,3.800,6.100,6.200,5.400,3281.000,726.500,264.600,81.000,
"2018-02-13 16:00:00",2.600,2.700,2.700,2.700,5.000,5.300,5.400,4.900,3306.700,685.000,252.400,79.500,
"2018-02-13 16:15:00",2.400,2.400,2.400,2.600,3.900,4.000,4.100,4.900,3283.100,664.200,228.300,79.900,
"2018-02-13 16:30:00",2.700,2.800,2.600,2.700,4.600,4.800,4.400,5.000,3285.500,671.500,232.200,80.600,
"2018-02-13 16:45:00",2.500,2.500,3.000,2.700,4.000,4.000,4.900,4.700,3283.900,662.800,234.700,73.100,
"2018-02-13 17:00:00",2.600,2.500,2.400,2.600,4.000,4.000,3.900,4.300,3282.500,662.700,225.800,66.400,
"2018-02-13 17:15:00",2.200,2.300,2.400,2.600,3.600,3.700,3.900,4.300,3282.200,662.500,228.100,66.300,
"2018-02-13 17:30:00",2.200,2.200,2.300,2.500,3.500,3.700,3.700,4.100,3281.700,660.800,224.500,64.400,
