Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-07 00:00:00",1.000,1.200,1.600,1.200,3.000,3.600,4.500,3.200,3295.100,679.000,252.400,80.600,
"2018-02-07 00:15:00",22.000,14.300,5.400,2.300,50.700,38.400,14.500,6.100,3474.000,952.800,327.800,103.000,
"2018-02-07 00:30:00",0.800,3.600,7.100,3.900,2.000,8.500,16.600,9.900,3285.500,687.200,281.400,112.500,
"2018-02-07 00:45:00",0.600,0.600,0.600,3.700,1.600,2.200,1.700,9.300,3288.600,689.400,236.100,110.600,
"2018-02-07 01:00:00",0.700,0.700,0.700,3.400,1.800,1.800,1.800,8.700,3289.700,669.300,232.500,105.600,
"2018-02-07 01:15:00",0.800,0.700,0.700,2.300,2.100,2.200,2.000,5.500,3291.000,674.000,237.100,83.000,
"2018-02-07 01:30:00",6.200,1.900,1.100,0.800,41.800,10.400,5.000,2.600,4460.900,917.000,320.100,92.600,
"2018-02-07 01:45:00",1.100,1.000,1.000,0.900,3.100,3.000,3.600,3.100,3304.200,679.300,274.200,102.100,
"2018-02-07 02:00:00",1.200,1.200,1.200,1.000,3.300,3.300,4.300,3.700,3297.400,675.200,275.200,112.800,
"2018-02-07 02:15:00",1.200,1.200,1.200,1.100,3.400,3.400,3.400,4.000,3296.000,679.000,240.600,113.700,
"2018-02-07 02:30:00",1.200,1.400,1.300,1.200,3.200,5.300,4.000,3.800,3296.400,745.500,263.100,99.400,
"2018-02-07 02:45:00",1.300,1.300,1.500,1.300,3.000,2.900,3.200,3.700,3293.300,671.300,234.100,89.400,
"2018-02-07 03:00:00",1.300,1.000,1.000,1.200,5.600,3.100,2.800,3.300,3385.700,690.000,241.700,81.000,
"2018-02-07 03:15:00",1.000,0.900,0.900,1.200,2.400,2.300,2.400,3.100,3294.700,671.900,236.600,80.000,
"2018-02-07 03:30:00",0.800,0.800,0.900,1.100,2.100,1.900,2.300,2.700,3289.000,666.200,233.000,72.500,
"2018-02-07 03:45:00",0.800,0.800,0.700,0.900,2.000,2.000,1.900,2.300,3290.400,668.000,230.800,71.700,
"2018-02-07 04:00:00",0.800,0.700,0.700,0.800,1.900,1.700,1.700,2.100,3289.200,666.100,229.400,68.600,
"2018-02-07 04:15:00",0.800,0.900,1.000,0.800,2.200,2.900,3.300,2.300,3309.300,706.200,262.600,75.100,
"2018-02-07 04:30:00",0.700,0.600,0.800,0.800,1.500,1.600,2.100,2.300,3284.200,663.400,230.700,74.500,
"2018-02-07 04:45:00",0.700,0.900,0.800,0.800,1.600,2.800,2.400,2.400,3285.400,698.500,251.300,79.700,
"2018-02-07 05:00:00",0.700,0.700,0.700,0.800,1.800,1.800,2.100,2.500,3287.100,666.400,238.300,81.900,
"2018-02-07 05:15:00",0.900,0.800,0.900,0.800,2.100,2.100,3.100,2.400,3287.800,667.100,268.500,83.400,
"2018-02-07 05:30:00",0.600,0.700,0.700,0.800,1.500,1.500,1.700,2.300,3285.200,662.100,226.600,82.400,
"2018-02-07 05:45:00",0.600,0.600,0.600,0.700,1.600,1.400,1.400,2.100,3289.900,662.000,225.100,75.800,
"2018-02-07 06:00:00",1.600,1.600,1.200,0.900,8.400,8.200,5.500,2.900,3464.100,799.200,300.000,91.200,
"2018-02-07 06:15:00",0.500,0.700,0.700,0.800,1.300,1.900,2.000,2.700,3283.300,674.000,235.800,83.000,
"2018-02-07 06:30:00",0.500,0.500,0.500,0.800,1.300,1.200,1.200,2.600,3286.600,662.000,224.900,82.600,
"2018-02-07 06:45:00",0.600,1.800,1.000,0.900,1.300,10.100,4.400,3.300,3282.400,828.800,287.500,98.300,
"2018-02-07 07:00:00",0.600,4.700,2.000,1.100,1.500,13.600,6.100,3.600,3282.000,757.600,275.600,94.900,
"2018-02-07 07:15:00",1.300,0.700,0.600,1.000,5.900,2.600,2.100,3.500,3363.300,690.900,245.000,94.400,
"2018-02-07 07:30:00",2.100,8.500,5.300,2.200,9.000,42.900,28.200,10.200,3463.500,1464.600,753.000,226.400,
"2018-02-07 07:45:00",3.100,5.000,2.400,2.600,10.700,21.600,9.600,11.500,3365.500,922.100,335.100,238.300,
"2018-02-07 08:00:00",0.600,1.600,1.400,2.400,1.600,7.100,5.600,11.400,3291.700,756.800,298.100,244.000,
"2018-02-07 08:15:00",0.800,0.800,1.100,2.500,1.800,2.300,4.400,12.000,3289.500,675.200,276.100,251.700,
"2018-02-07 08:30:00",0.800,1.200,1.000,1.500,2.500,4.900,3.900,5.900,3297.400,720.900,266.700,130.200,
"2018-02-07 08:45:00",1.100,8.100,4.100,1.900,2.600,28.200,14.900,7.200,3289.800,883.900,354.300,135.000,
"2018-02-07 09:00:00",0.900,1.900,1.300,1.900,1.900,5.500,4.000,6.800,3283.700,704.800,257.900,124.900,
"2018-02-07 09:15:00",1.000,1.100,1.000,1.900,2.500,3.600,2.900,6.400,3295.500,694.300,243.000,116.600,
"2018-02-07 09:30:00",1.100,1.800,1.600,2.000,2.900,6.100,5.400,6.800,3295.200,704.600,265.700,116.400,
