Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-16 00:00:00",0.100,0.100,0.100,0.200,0.200,0.200,0.200,0.300,0.200,0.500,0.800,1.000,
"2018-02-16 00:15:00",0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.300,0.200,0.100,0.200,0.700,
"2018-02-16 00:30:00",0.100,0.100,0.100,0.100,0.200,0.100,0.100,0.200,0.200,0.800,0.400,0.500,
"2018-02-16 00:45:00",0.100,0.100,0.100,0.100,0.200,0.200,0.200,0.200,0.200,0.200,0.400,0.400,
"2018-02-16 01:00:00",0.100,0.100,0.100,0.100,0.200,0.100,0.200,0.100,0.200,0.700,0.600,0.400,
"2018-02-16 01:15:00",0.200,0.100,0.100,0.100,0.300,0.200,0.200,0.200,0.900,1.200,0.500,0.500,
"2018-02-16 01:30:00",0.200,0.200,0.100,0.100,0.600,0.600,0.400,0.200,98.400,93.400,42.100,10.900,
"2018-02-16 01:45:00",0.200,0.100,0.100,0.100,0.200,0.200,0.200,0.200,19.300,7.400,10.800,13.500,
"2018-02-16 02:00:00",0.100,0.100,0.100,0.100,0.300,0.300,0.500,0.300,33.800,26.200,80.400,33.500,
"2018-02-16 02:15:00",0.200,0.200,0.200,0.100,1.200,2.500,1.800,0.700,335.800,816.600,549.800,170.800,
"2018-02-16 02:30:00",0.200,0.200,0.200,0.100,0.900,0.800,0.700,0.800,247.800,171.600,163.600,201.200,
"2018-02-16 02:45:00",0.300,0.200,0.200,0.200,1.200,0.900,0.700,0.900,290.200,173.900,135.700,232.400,
"2018-02-16 03:00:00",0.400,0.300,0.300,0.200,0.900,0.900,1.200,1.100,205.000,193.400,306.100,288.800,
"2018-02-16 03:15:00",0.300,0.300,0.300,0.200,0.500,0.500,1.000,0.900,6.800,43.500,237.500,210.700,
"2018-02-16 03:30:00",0.200,0.100,0.200,0.200,0.300,0.200,0.300,0.800,0.600,0.400,1.500,170.200,
"2018-02-16 03:45:00",0.300,0.200,0.200,0.200,0.600,0.500,0.300,0.700,13.500,7.500,3.400,137.100,
"2018-02-16 04:00:00",0.500,0.500,0.400,0.300,0.800,0.800,0.700,0.600,43.900,57.500,50.400,73.200,
"2018-02-16 04:15:00",0.700,0.600,0.600,0.300,1.000,1.000,0.900,0.600,3.600,9.000,18.600,18.500,
"2018-02-16 04:30:00",0.500,0.500,0.500,0.400,0.900,0.800,0.900,0.700,1.700,1.900,2.600,18.800,
"2018-02-16 04:45:00",0.400,0.300,0.400,0.500,0.700,0.600,0.700,0.800,2.200,2.500,2.400,18.500,
"2018-02-16 05:00:00",0.300,0.300,0.300,0.400,0.600,0.600,0.600,0.800,3.100,1.700,2.000,6.400,
"2018-02-16 05:15:00",0.400,0.300,0.300,0.400,0.700,0.600,0.600,0.700,1.200,2.200,2.000,2.200,
"2018-02-16 05:30:00",0.400,0.300,0.300,0.300,0.700,0.600,0.600,0.600,1.900,1.900,2.400,2.200,
"2018-02-16 05:45:00",0.400,0.300,0.300,0.300,0.700,0.600,0.600,0.600,1.200,2.200,2.200,2.100,
"2018-02-16 06:00:00",0.400,0.300,0.300,0.300,0.800,0.700,0.700,0.600,3.500,2.600,2.000,2.100,
"2018-02-16 06:15:00",0.400,0.300,0.300,0.300,0.800,0.700,0.700,0.600,1.100,1.200,2.200,2.200,
"2018-02-16 06:30:00",0.400,0.300,0.300,0.300,0.800,0.600,0.700,0.700,1.000,1.100,1.700,2.000,
"2018-02-16 06:45:00",0.400,0.400,0.300,0.300,0.700,0.700,0.700,0.700,1.000,1.300,1.600,1.900,
"2018-02-16 07:00:00",0.400,0.400,0.400,0.300,0.700,0.700,0.700,0.700,1.000,1.500,1.100,1.600,
"2018-02-16 07:15:00",0.400,0.300,0.300,0.300,0.700,0.600,0.600,0.700,0.800,0.900,1.200,1.400,
"2018-02-16 07:30:00",0.400,0.300,0.400,0.300,0.600,0.600,0.600,0.700,2.300,2.000,1.500,1.300,
"2018-02-16 07:45:00",0.300,0.300,0.300,0.300,0.700,0.600,0.600,0.600,1.400,1.500,1.500,1.300,
"2018-02-16 08:00:00",0.300,0.300,0.300,0.300,0.600,0.600,0.600,0.600,1.900,1.200,0.900,1.300,
"2018-02-16 08:15:00",0.300,0.300,0.300,0.300,0.500,0.500,0.600,0.600,0.700,1.200,1.100,1.300,
"2018-02-16 08:30:00",0.300,0.300,0.300,0.300,0.600,0.500,0.500,0.600,1.700,1.100,1.600,1.300,
"2018-02-16 08:45:00",0.400,0.300,0.300,0.300,0.600,0.500,0.500,0.500,0.700,0.800,1.000,1.200,
"2018-02-16 09:00:00",0.700,0.900,2.200,0.800,1.200,1.300,2.800,1.100,2.600,2.900,3.900,1.900,
"2018-02-16 09:15:00",0.300,0.300,1.200,1.000,0.500,0.600,1.800,1.400,2.300,1.500,6.100,3.200,
"2018-02-16 09:30:00",0.400,1.000,0.600,1.100,0.700,1.900,1.100,1.500,0.800,14.600,6.300,4.300,
"2018-02-16 09:45:00",0.400,0.300,0.400,1.100,0.600,0.600,0.600,1.600,0.700,1.000,1.300,4.400,
"2018-02-16 10:00:00",0.400,0.500,0.500,0.700,0.800,0.800,0.800,1.100,3.300,2.400,2.800,4.200,
"2018-02-16 10:15:00",0.400,0.400,0.500,0.500,0.700,0.600,0.800,0.800,2.300,2.200,2.900,3.400,
"2018-02-16 10:30:00",0.300,0.200,0.300,0.400,0.500,0.400,0.500,0.700,2.200,2.200,1.300,2.100,
"2018-02-16 10:45:00",0.300,0.200,0.700,0.500,0.400,0.400,0.900,0.700,0.500,0.500,2.300,2.300,
"2018-02-16 11:00:00",0.300,0.200,0.200,0.400,0.400,0.400,0.400,0.600,1.700,1.000,1.600,2.000,
"2018-02-16 11:15:00",0.300,0.600,2.200,0.800,0.500,1.400,5.900,1.900,1.700,28.700,75.600,20.200,
