Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-18 00:00:00",1.000,1.000,0.900,0.800,1.600,1.500,1.500,1.400,2.200,2.600,2.800,2.500,
"2018-02-18 00:15:00",0.800,0.900,0.900,0.900,1.300,1.400,1.400,1.500,1.800,2.300,2.600,2.500,
"2018-02-18 00:30:00",0.900,0.900,0.900,0.900,1.400,1.400,1.500,1.500,3.700,3.100,2.700,2.600,
"2018-02-18 00:45:00",0.900,0.900,0.900,0.900,1.500,1.400,1.400,1.500,1.700,2.200,2.500,2.700,
"2018-02-18 01:00:00",0.700,0.800,0.800,0.900,1.200,1.300,1.300,1.400,1.900,2.000,2.000,2.500,
"2018-02-18 01:15:00",0.700,0.700,0.700,0.800,1.300,1.200,1.200,1.300,4.400,2.700,2.100,2.400,
"2018-02-18 01:30:00",0.700,0.700,0.700,0.800,1.100,1.100,1.100,1.200,2.300,1.900,2.000,2.200,
"2018-02-18 01:45:00",0.700,0.700,0.600,0.700,1.000,1.100,1.100,1.200,2.500,2.100,2.000,2.000,
"2018-02-18 02:00:00",0.700,0.600,0.600,0.600,1.100,1.000,1.000,1.100,1.900,1.800,1.600,1.900,
"2018-02-18 02:15:00",0.700,0.600,0.600,0.600,1.100,1.000,1.100,1.100,1.900,1.900,1.700,1.800,
"2018-02-18 02:30:00",0.600,0.600,0.600,0.600,1.100,1.000,1.000,1.000,1.500,1.600,1.800,1.800,
"2018-02-18 02:45:00",0.600,0.600,0.600,0.600,1.000,1.000,1.000,1.000,1.700,1.800,1.700,1.700,
"2018-02-18 03:00:00",0.600,0.500,0.600,0.600,1.000,0.900,0.900,1.000,1.600,2.000,1.800,1.700,
"2018-02-18 03:15:00",0.700,0.600,0.600,0.600,1.100,1.000,1.000,1.000,1.900,1.800,1.700,1.700,
"2018-02-18 03:30:00",0.600,0.500,0.500,0.600,1.000,0.900,0.900,1.000,4.000,2.800,2.200,1.800,
"2018-02-18 03:45:00",0.600,0.600,0.600,0.600,1.100,1.100,1.000,1.000,1.900,2.300,2.200,2.000,
"2018-02-18 04:00:00",0.500,0.500,0.500,0.500,0.800,0.900,0.900,1.000,1.300,1.500,1.700,2.000,
"2018-02-18 04:15:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,3.000,2.000,2.000,2.000,
"2018-02-18 04:30:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,2.300,1.900,1.800,1.900,
"2018-02-18 04:45:00",0.400,0.500,0.500,0.500,0.800,0.900,0.800,0.900,2.800,1.900,1.900,1.900,
"2018-02-18 05:00:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,1.200,2.100,1.900,1.900,
"2018-02-18 05:15:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,4.300,3.400,2.600,2.100,
"2018-02-18 05:30:00",0.500,0.600,0.600,0.500,1.000,1.000,1.000,0.900,3.600,2.900,3.300,2.400,
"2018-02-18 05:45:00",0.600,0.600,0.600,0.500,0.900,0.900,1.000,0.900,3.500,3.400,3.600,2.800,
"2018-02-18 06:00:00",0.600,0.500,0.500,0.500,1.000,1.000,0.900,0.900,6.200,3.300,3.400,3.200,
"2018-02-18 06:15:00",0.700,0.600,0.600,0.500,1.200,1.100,1.000,1.000,3.100,2.600,3.100,3.300,
"2018-02-18 06:30:00",0.500,0.500,0.500,0.500,0.900,1.000,1.000,1.000,2.600,4.100,3.400,3.400,
"2018-02-18 06:45:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,1.000,5.600,3.800,3.300,3.300,
"2018-02-18 07:00:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,1.000,1.800,2.200,2.800,3.200,
"2018-02-18 07:15:00",0.600,0.500,0.500,0.500,1.000,0.900,0.900,1.000,1.400,2.100,2.700,3.100,
"2018-02-18 07:30:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,3.100,2.600,2.400,2.800,
"2018-02-18 07:45:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,1.400,2.100,2.400,2.600,
"2018-02-18 08:00:00",0.600,0.500,0.500,0.500,1.000,0.900,0.900,0.900,2.900,2.000,2.100,2.400,
"2018-02-18 08:15:00",0.600,0.500,0.500,0.500,1.000,0.900,1.000,0.900,3.000,2.400,2.700,2.400,
"2018-02-18 08:30:00",0.500,0.500,0.500,0.500,0.800,0.900,0.900,0.900,1.100,2.200,2.200,2.400,
"2018-02-18 08:45:00",0.500,0.500,0.500,0.500,0.900,0.900,0.900,0.900,1.600,2.600,2.600,2.400,
"2018-02-18 09:00:00",0.500,0.500,0.500,0.500,0.800,0.800,0.900,0.900,1.500,1.600,1.800,2.300,
"2018-02-18 09:15:00",0.600,0.600,0.500,0.500,1.000,1.000,0.900,0.900,2.300,2.100,1.800,2.100,
"2018-02-18 09:30:00",0.600,0.600,0.600,0.500,0.900,1.000,1.000,0.900,1.600,1.600,1.700,2.000,
"2018-02-18 09:45:00",0.600,0.600,0.600,0.500,0.900,0.900,0.900,0.900,1.100,1.600,1.800,1.800,
"2018-02-18 10:00:00",0.600,0.600,0.600,0.600,0.900,0.900,0.900,0.900,1.200,1.500,1.600,1.700,
"2018-02-18 10:15:00",0.600,0.600,0.600,0.600,1.000,1.000,0.900,1.000,1.200,1.500,1.400,1.600,
"2018-02-18 10:30:00",0.500,0.500,0.500,0.600,0.700,0.900,0.900,0.900,1.600,1.300,1.600,1.600,
"2018-02-18 10:45:00",0.500,0.500,0.500,0.500,0.900,0.800,0.900,0.900,1.800,1.700,1.500,1.500,
"2018-02-18 11:00:00",0.500,0.500,0.500,0.500,0.800,0.900,0.800,0.900,1.100,1.200,1.400,1.500,
"2018-02-18 11:15:00",1.000,0.600,0.500,0.500,1.400,0.900,0.800,0.900,1.600,1.600,1.600,1.500,
"2018-02-18 11:30:00",0.500,0.500,0.600,0.500,1.200,1.100,1.000,0.900,13.200,8.100,4.400,2.200,
"2018-02-18 11:45:00",0.500,0.500,0.500,0.500,0.800,0.800,0.900,0.900,2.400,1.900,3.000,2.600,
"2018-02-18 12:00:00",0.500,0.400,0.500,0.500,0.800,0.800,0.800,0.900,2.300,2.500,2.900,3.000,
"2018-02-18 12:15:00",0.500,0.400,0.400,0.500,0.800,0.800,0.800,0.900,1.600,1.600,2.300,3.100,
"2018-02-18 12:30:00",0.500,0.500,0.500,0.500,0.900,0.800,0.800,0.800,1.700,1.800,1.700,2.500,
"2018-02-18 12:45:00",0.400,0.500,0.500,0.500,0.700,0.800,0.800,0.800,2.100,2.800,2.900,2.500,
"2018-02-18 13:00:00",0.400,0.400,0.400,0.500,0.700,0.700,0.700,0.800,0.800,2.000,1.600,2.100,
"2018-02-18 13:15:00",0.300,0.300,0.300,0.400,0.600,0.600,0.600,0.700,1.700,1.000,1.300,1.900,
"2018-02-18 13:30:00",0.300,0.400,0.300,0.400,0.600,0.700,0.600,0.700,0.700,1.300,1.000,1.700,
"2018-02-18 13:45:00",0.400,0.400,0.400,0.400,0.600,0.600,0.600,0.600,0.900,1.000,1.200,1.300,
"2018-02-18 14:00:00",0.300,0.300,0.400,0.400,0.500,0.600,0.600,0.600,0.600,1.200,1.400,1.200,
"2018-02-18 14:15:00",0.400,0.300,0.300,0.300,0.600,0.500,0.600,0.600,1.800,0.900,0.800,1.100,
"2018-02-18 14:30:00",0.400,0.300,0.400,0.400,0.600,0.500,0.700,0.600,1.000,1.200,2.600,1.500,
"2018-02-18 14:45:00",0.600,0.400,0.400,0.400,1.000,0.700,0.700,0.600,3.300,1.800,1.300,1.500,
"2018-02-18 15:00:00",0.300,0.300,0.300,0.300,0.400,0.600,0.600,0.600,0.500,1.100,1.300,1.500,
"2018-02-18 15:15:00",0.400,0.300,0.300,0.400,0.500,0.600,0.600,0.600,0.600,1.300,1.300,1.600,
"2018-02-18 15:30:00",0.300,0.300,0.300,0.300,0.500,0.600,0.600,0.600,0.800,0.900,1.000,1.200,
"2018-02-18 15:45:00",0.300,0.300,0.300,0.300,0.600,0.600,0.700,0.600,0.900,0.900,1.600,1.300,
"2018-02-18 16:00:00",0.400,0.400,0.400,0.300,0.700,0.700,0.600,0.600,0.800,1.200,1.200,1.200,
"2018-02-18 16:15:00",0.400,0.400,0.400,0.300,0.800,0.700,0.700,0.600,1.700,2.700,2.400,1.500,
"2018-02-18 16:30:00",0.400,0.300,0.400,0.400,0.600,0.600,0.700,0.700,1.300,0.900,1.600,1.700,
"2018-02-18 16:45:00",0.300,0.300,0.300,0.300,0.500,0.600,0.600,0.600,0.600,1.400,1.000,1.500,
"2018-02-18 17:00:00",0.400,0.300,0.300,0.300,1.000,0.600,0.600,0.600,2.500,1.300,1.400,1.600,
"2018-02-18 17:15:00",0.300,0.200,0.300,0.300,0.400,0.400,0.500,0.600,0.500,0.600,0.900,1.200,
"2018-02-18 17:30:00",0.200,0.300,0.300,0.300,0.400,0.600,0.700,0.600,0.500,1.200,2.200,1.400,
"2018-02-18 17:45:00",0.200,0.300,0.300,0.300,0.400,0.800,0.600,0.600,0.500,2.800,1.300,1.400,
"2018-02-18 18:00:00",0.200,0.100,0.200,0.300,0.400,0.300,0.300,0.500,1.000,0.600,0.600,1.300,
"2018-02-18 18:15:00",0.100,0.100,0.200,0.200,0.300,0.300,0.300,0.500,0.400,0.400,0.600,1.200,
"2018-02-18 18:30:00",0.200,0.100,0.100,0.200,0.300,0.300,0.200,0.400,0.400,0.400,0.400,0.700,
"2018-02-18 18:45:00",0.200,0.100,0.200,0.100,0.300,0.300,0.300,0.300,0.700,0.500,0.400,0.500,
"2018-02-18 19:00:00",0.200,0.200,0.200,0.100,0.300,0.300,0.300,0.300,0.400,0.500,0.500,0.500,
"2018-02-18 19:15:00",0.300,0.200,0.200,0.200,0.400,0.400,0.400,0.300,0.600,0.600,0.600,0.500,
"2018-02-18 19:30:00",0.300,0.300,0.300,0.200,0.400,0.500,0.500,0.400,0.500,0.700,0.700,0.600,
"2018-02-18 19:45:00",0.200,0.200,0.200,0.200,0.400,0.400,0.500,0.400,0.500,1.100,1.000,0.700,
"2018-02-18 20:00:00",0.200,0.200,0.200,0.200,0.400,0.400,0.400,0.400,0.400,0.500,0.500,0.700,
"2018-02-18 20:15:00",0.200,0.200,0.200,0.200,0.400,0.400,0.300,0.400,0.400,0.500,0.600,0.700,
"2018-02-18 20:30:00",0.200,0.100,0.100,0.200,0.300,0.300,0.300,0.400,0.400,0.500,0.700,0.700,
"2018-02-18 20:45:00",0.100,0.100,0.100,0.200,0.300,0.300,0.300,0.300,1.200,0.600,0.500,0.600,
