Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-09 00:00:00",2.000,1.900,1.900,1.400,4.900,4.800,4.800,3.500,17.400,16.000,15.900,11.800,
"2018-02-09 00:15:00",1.500,1.500,1.600,1.600,3.800,3.800,4.100,3.900,12.100,11.400,13.000,13.000,
"2018-02-09 00:30:00",1.300,1.200,1.300,1.600,3.000,3.100,3.300,4.000,10.600,10.600,10.500,13.100,
"2018-02-09 00:45:00",1.200,1.200,1.200,1.500,3.000,2.800,2.800,3.700,8.400,8.700,9.400,12.200,
"2018-02-09 01:00:00",1.500,1.400,1.300,1.400,3.100,3.000,2.900,3.300,9.200,8.400,9.000,10.500,
"2018-02-09 01:15:00",1.200,1.200,1.300,1.300,2.500,2.600,2.700,2.900,6.700,7.400,7.400,9.100,
"2018-02-09 01:30:00",1.200,1.200,1.200,1.200,2.500,2.500,2.500,2.800,6.800,7.900,7.200,8.300,
"2018-02-09 01:45:00",1.000,1.100,1.100,1.200,2.200,2.300,2.200,2.600,8.000,6.700,7.100,7.700,
"2018-02-09 02:00:00",1.000,0.900,1.000,1.100,2.200,2.100,2.200,2.400,5.300,7.700,7.500,7.300,
"2018-02-09 02:15:00",0.900,0.900,1.000,1.100,2.000,2.100,2.100,2.300,6.400,6.900,6.200,7.000,
"2018-02-09 02:30:00",0.800,0.900,0.900,1.000,2.000,2.000,2.000,2.100,7.100,6.000,6.800,6.900,
"2018-02-09 02:45:00",0.800,0.800,0.800,0.900,1.800,1.900,1.900,2.100,6.000,6.200,7.000,6.800,
"2018-02-09 03:00:00",0.800,0.800,0.900,0.900,1.900,1.900,2.000,2.000,5.200,6.300,6.800,6.700,
"2018-02-09 03:15:00",0.900,0.800,0.800,0.800,2.200,2.000,1.900,2.000,7.800,6.800,7.100,6.900,
"2018-02-09 03:30:00",0.800,0.800,0.800,0.800,2.400,2.300,2.100,2.000,11.200,12.000,10.700,7.900,
"2018-02-09 03:45:00",0.800,0.800,0.800,0.800,2.100,2.200,2.400,2.100,10.700,11.100,12.100,9.200,
"2018-02-09 04:00:00",1.500,1.400,1.000,0.900,3.500,3.500,2.600,2.300,12.000,12.200,9.800,9.900,
"2018-02-09 04:15:00",1.000,0.900,1.100,0.900,2.500,2.500,3.000,2.500,11.300,9.400,10.000,10.600,
"2018-02-09 04:30:00",0.900,0.800,0.800,0.900,2.500,2.400,2.400,2.600,23.500,14.400,12.600,11.100,
"2018-02-09 04:45:00",0.800,0.800,0.800,0.900,2.600,2.500,2.500,2.600,23.800,17.600,17.300,12.400,
"2018-02-09 05:00:00",0.700,0.700,0.700,0.900,2.000,2.100,2.300,2.500,14.800,11.600,13.300,13.300,
"2018-02-09 05:15:00",0.800,0.700,0.700,0.800,2.200,2.200,2.100,2.300,17.400,12.400,11.400,13.600,
"2018-02-09 05:30:00",0.700,0.700,0.700,0.700,2.100,2.100,2.100,2.200,12.700,11.300,12.200,13.500,
"2018-02-09 05:45:00",0.800,0.800,0.800,0.700,2.500,2.500,2.300,2.200,14.600,13.500,11.700,12.100,
"2018-02-09 06:00:00",0.800,0.800,0.900,0.800,2.500,2.400,2.500,2.300,16.800,13.800,14.000,12.300,
"2018-02-09 06:15:00",0.800,0.700,0.700,0.800,2.200,2.200,2.200,2.300,16.600,12.900,13.500,12.900,
"2018-02-09 06:30:00",0.800,0.800,0.800,0.800,2.400,2.200,2.200,2.300,11.000,10.800,11.300,12.600,
"2018-02-09 06:45:00",0.800,0.800,0.900,0.800,2.200,2.200,2.500,2.300,14.400,12.100,14.200,13.300,
"2018-02-09 07:00:00",0.900,0.900,0.800,0.800,2.300,2.400,2.200,2.300,13.200,12.400,11.900,12.700,
"2018-02-09 07:15:00",0.600,0.700,0.700,0.800,1.700,1.800,2.100,2.200,10.400,9.400,10.900,12.100,
"2018-02-09 07:30:00",0.700,0.600,0.600,0.700,2.000,1.900,1.900,2.200,12.500,9.900,11.600,12.200,
"2018-02-09 07:45:00",0.700,0.800,1.200,0.800,2.000,2.600,3.500,2.400,13.100,20.700,31.700,16.500,
"2018-02-09 08:00:00",0.900,1.900,1.100,0.900,2.500,7.700,3.900,2.800,12.200,85.600,36.100,22.600,
"2018-02-09 08:15:00",1.300,1.400,1.300,1.100,3.200,4.300,4.400,3.400,14.200,43.900,46.700,31.500,
"2018-02-09 08:30:00",11.000,3.400,2.600,1.500,61.800,16.000,10.900,5.700,832.900,187.400,134.400,62.200,
"2018-02-09 08:45:00",1.300,2.300,3.600,2.100,3.900,9.300,13.200,8.100,21.500,76.200,134.900,88.000,
"2018-02-09 09:00:00",2.000,2.400,1.600,2.300,5.600,7.400,5.100,8.400,29.600,52.200,34.300,87.600,
"2018-02-09 09:15:00",1.600,1.700,1.800,2.400,5.200,5.800,6.600,8.900,35.000,36.800,55.100,89.700,
"2018-02-09 09:30:00",1.700,1.700,1.600,2.100,5.700,5.600,5.100,7.500,36.100,33.400,31.100,63.800,
"2018-02-09 09:45:00",1.800,1.900,1.500,1.600,6.800,7.100,4.900,5.400,44.100,43.500,29.100,37.400,
"2018-02-09 10:00:00",1.200,1.500,1.400,1.600,3.500,4.800,4.200,5.200,25.700,30.100,27.200,35.600,
"2018-02-09 10:15:00",1.600,1.500,1.600,1.500,4.500,4.300,4.700,4.700,22.800,21.600,26.400,28.400,
"2018-02-09 10:30:00",1.500,1.600,1.600,1.500,4.100,5.000,4.900,4.700,26.100,33.300,28.000,27.700,
"2018-02-09 10:45:00",1.500,1.500,1.500,1.500,4.000,4.000,4.200,4.500,19.300,20.900,21.600,25.800,
"2018-02-09 11:00:00",1.500,1.300,1.500,1.600,4.800,4.100,4.500,4.600,48.000,29.400,27.900,26.000,
"2018-02-09 11:15:00",1.500,1.400,1.700,1.600,4.100,3.700,4.900,4.600,24.800,21.900,33.800,27.800,
"2018-02-09 11:30:00",2.700,1.900,1.700,1.600,8.500,5.600,4.900,4.600,94.200,49.100,35.200,29.600,
