Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-13 00:00:00",3.800,6.400,4.600,3.600,6.900,10.700,8.100,6.700,11.500,15.700,12.800,11.300,
"2018-02-13 00:15:00",3.300,3.300,3.300,3.600,6.400,6.400,6.400,6.700,10.700,10.300,11.000,11.000,
"2018-02-13 00:30:00",3.600,4.300,4.200,3.900,6.600,7.600,7.600,7.100,10.500,12.100,12.000,11.600,
"2018-02-13 00:45:00",3.400,3.700,3.600,3.900,6.400,6.900,6.700,7.200,9.700,10.400,10.300,11.600,
"2018-02-13 01:00:00",4.600,4.800,4.000,3.800,8.000,8.400,7.200,7.000,12.600,13.100,12.000,11.300,
"2018-02-13 01:15:00",4.500,4.300,4.200,4.000,8.100,7.700,7.500,7.300,12.500,12.300,12.200,11.600,
"2018-02-13 01:30:00",4.000,4.500,4.400,4.000,7.200,7.900,7.900,7.300,10.000,11.900,12.800,11.800,
"2018-02-13 01:45:00",3.900,3.600,3.600,4.000,7.100,6.700,6.600,7.300,15.200,11.600,11.300,12.000,
"2018-02-13 02:00:00",3.400,3.300,3.800,4.000,6.400,6.200,7.000,7.300,10.400,11.100,11.500,11.900,
"2018-02-13 02:15:00",3.000,3.000,3.100,3.700,5.800,5.800,6.000,6.900,11.000,10.900,11.300,11.700,
"2018-02-13 02:30:00",3.300,3.200,3.100,3.400,6.000,6.000,5.900,6.400,10.800,9.900,10.300,11.100,
"2018-02-13 02:45:00",3.200,3.300,3.200,3.300,6.100,6.000,5.900,6.200,10.200,10.600,9.700,10.700,
"2018-02-13 03:00:00",3.000,3.100,3.200,3.200,5.700,5.800,5.900,5.900,9.000,8.800,9.400,10.200,
"2018-02-13 03:15:00",3.000,2.900,2.900,3.100,5.500,5.500,5.600,5.800,8.400,8.400,8.500,9.500,
"2018-02-13 03:30:00",3.400,3.400,3.000,3.100,6.500,6.300,5.700,5.800,10.500,10.100,9.000,9.100,
"2018-02-13 03:45:00",3.600,3.600,3.600,3.200,7.000,6.900,6.700,6.000,13.200,12.600,10.600,9.400,
"2018-02-13 04:00:00",3.800,4.000,3.700,3.300,6.900,7.200,7.000,6.200,14.600,14.700,13.600,10.400,
"2018-02-13 04:15:00",3.200,2.900,3.000,3.300,6.200,5.600,5.700,6.300,11.700,10.800,10.300,10.800,
"2018-02-13 04:30:00",2.800,2.800,2.900,3.300,5.400,5.400,5.500,6.200,7.200,8.000,8.800,10.800,
"2018-02-13 04:45:00",2.800,2.800,2.800,3.100,5.300,5.500,5.500,5.900,9.500,9.800,9.300,10.500,
"2018-02-13 05:00:00",2.700,2.700,2.800,2.900,5.400,5.400,5.400,5.500,8.600,9.800,9.700,9.500,
"2018-02-13 05:15:00",4.000,4.300,3.700,3.000,6.900,7.300,6.500,5.700,14.100,13.000,11.400,9.800,
"2018-02-13 05:30:00",2.600,2.600,2.800,3.000,5.300,5.000,5.300,5.700,8.700,8.700,9.600,10.000,
"2018-02-13 05:45:00",2.700,2.600,2.600,2.900,5.200,5.200,5.100,5.600,8.300,8.600,8.500,9.800,
"2018-02-13 06:00:00",2.800,2.700,2.700,2.900,5.400,5.300,5.300,5.500,9.000,9.100,9.100,9.600,
"2018-02-13 06:15:00",2.700,2.700,2.700,2.700,5.100,5.300,5.300,5.200,6.700,7.800,8.200,8.800,
"2018-02-13 06:30:00",2.700,2.700,2.700,2.700,5.200,5.200,5.300,5.200,9.400,9.300,9.800,8.900,
"2018-02-13 06:45:00",2.600,2.600,2.700,2.700,5.000,5.200,5.300,5.300,10.100,9.800,9.700,9.200,
"2018-02-13 07:00:00",2.700,2.700,2.700,2.700,5.400,5.300,5.300,5.300,12.000,12.300,11.400,9.800,
"2018-02-13 07:15:00",2.600,2.700,2.700,2.700,4.900,5.100,5.200,5.300,7.800,7.800,9.500,10.100,
