Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-17 00:00:00",1.500,1.400,1.400,1.300,2.500,2.300,2.200,2.200,6.600,6.200,6.100,6.100,
"2018-02-17 00:15:00",1.500,1.500,1.400,1.400,2.200,2.300,2.300,2.300,5.500,6.400,6.500,6.400,
"2018-02-17 00:30:00",1.400,1.400,1.400,1.400,2.300,2.200,2.300,2.300,5.300,6.100,6.800,6.500,
"2018-02-17 00:45:00",1.500,1.400,1.400,1.400,2.600,2.300,2.300,2.300,10.000,7.000,6.500,6.500,
"2018-02-17 01:00:00",1.500,1.500,1.500,1.400,2.400,2.400,2.400,2.300,5.800,5.200,6.800,6.600,
"2018-02-17 01:15:00",1.400,1.400,1.400,1.400,2.200,2.200,2.200,2.300,9.900,6.000,5.700,6.400,
"2018-02-17 01:30:00",1.400,1.500,1.400,1.400,2.200,2.400,2.300,2.300,5.200,5.300,5.700,6.200,
"2018-02-17 01:45:00",1.500,1.300,1.400,1.400,2.200,2.100,2.100,2.300,6.200,5.500,5.800,6.000,
"2018-02-17 02:00:00",1.300,1.300,1.300,1.400,2.100,2.200,2.100,2.200,9.200,7.300,6.300,5.900,
"2018-02-17 02:15:00",1.800,1.800,1.500,1.400,3.000,2.900,2.400,2.200,8.100,7.800,6.900,6.200,
"2018-02-17 02:30:00",1.400,1.300,1.400,1.400,2.100,2.100,2.100,2.200,6.800,5.600,5.800,6.200,
"2018-02-17 02:45:00",1.300,1.300,1.300,1.400,1.900,2.000,2.100,2.100,4.800,4.400,5.500,6.100,
"2018-02-17 03:00:00",1.400,1.400,1.300,1.400,2.100,2.200,2.000,2.100,3.500,5.000,5.700,6.000,
"2018-02-17 03:15:00",1.800,1.700,1.500,1.400,2.700,2.600,2.300,2.100,5.900,6.400,6.000,5.800,
"2018-02-17 03:30:00",1.600,1.600,1.600,1.400,2.500,2.400,2.400,2.200,7.700,6.400,7.000,6.100,
"2018-02-17 03:45:00",1.500,1.500,1.500,1.500,2.400,2.300,2.300,2.300,7.100,7.900,6.900,6.400,
"2018-02-17 04:00:00",1.700,1.600,1.600,1.600,2.600,2.500,2.600,2.400,8.300,10.600,9.800,7.400,
"2018-02-17 04:15:00",1.300,1.300,1.400,1.500,2.000,2.000,2.200,2.400,8.100,6.500,6.100,7.500,
"2018-02-17 04:30:00",1.200,1.200,1.200,1.500,1.900,1.900,1.900,2.300,4.000,4.200,5.000,7.000,
"2018-02-17 04:45:00",1.200,1.200,1.200,1.400,1.800,1.900,1.900,2.100,5.800,4.600,4.900,6.400,
"2018-02-17 05:00:00",1.300,1.300,1.200,1.300,2.100,2.000,1.900,2.000,5.200,6.500,6.000,5.500,
"2018-02-17 05:15:00",1.400,1.200,1.300,1.200,2.100,1.900,2.000,1.900,6.200,5.200,6.300,5.600,
"2018-02-17 05:30:00",1.900,2.000,1.700,1.400,3.300,3.600,3.000,2.200,7.900,11.700,9.900,6.800,
"2018-02-17 05:45:00",1.200,1.400,1.600,1.500,2.200,2.400,2.900,2.500,6.400,6.900,9.300,7.900,
"2018-02-17 06:00:00",0.900,1.000,1.000,1.400,1.400,1.500,1.600,2.400,2.500,2.900,3.700,7.300,
"2018-02-17 06:15:00",0.900,0.800,0.900,1.300,1.200,1.100,1.300,2.200,1.800,1.800,2.400,6.300,
"2018-02-17 06:30:00",0.900,1.000,0.900,1.100,1.200,1.400,1.300,1.800,3.400,2.700,2.600,4.500,
"2018-02-17 06:45:00",1.200,1.200,1.300,1.000,1.600,1.700,1.900,1.500,4.100,5.700,5.500,3.500,
"2018-02-17 07:00:00",1.600,1.400,1.500,1.200,2.200,2.100,3.900,2.100,4.800,5.800,128.800,34.800,
"2018-02-17 07:15:00",3.500,5.600,8.900,3.100,4.700,7.400,12.100,4.800,8.300,13.800,46.100,45.700,
