Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-11 00:00:00",1.900,1.900,1.900,1.900,3.300,3.400,3.400,3.600,4.900,5.100,4.800,6.200,
"2018-02-11 00:15:00",2.100,2.000,2.000,2.000,3.700,3.600,3.600,3.600,5.000,5.700,5.300,5.800,
"2018-02-11 00:30:00",2.000,2.100,2.100,2.000,3.700,3.700,3.700,3.600,5.800,5.100,5.600,5.600,
"2018-02-11 00:45:00",2.000,2.100,2.100,2.000,3.700,3.800,3.800,3.600,5.600,6.200,6.100,5.400,
"2018-02-11 01:00:00",2.000,2.000,2.000,2.000,3.800,3.600,3.700,3.700,5.800,5.900,6.200,5.800,
"2018-02-11 01:15:00",1.900,2.000,2.000,2.000,3.700,3.700,3.700,3.700,6.200,6.200,6.300,6.000,
"2018-02-11 01:30:00",2.000,2.000,2.000,2.000,3.800,3.700,3.700,3.700,5.400,5.800,6.100,6.200,
"2018-02-11 01:45:00",2.000,1.900,1.900,2.000,3.900,3.700,3.700,3.700,7.800,6.300,6.200,6.200,
"2018-02-11 02:00:00",1.900,1.900,1.900,1.900,3.700,3.600,3.600,3.700,6.100,6.200,6.100,6.200,
"2018-02-11 02:15:00",2.800,2.000,1.900,1.900,5.100,3.800,3.600,3.700,7.500,6.700,6.400,6.200,
"2018-02-11 02:30:00",2.000,1.900,1.800,1.900,3.800,3.500,3.500,3.600,6.500,5.700,6.100,6.200,
"2018-02-11 02:45:00",1.500,1.600,1.800,1.900,2.900,3.200,3.500,3.500,7.300,6.400,6.000,6.100,
"2018-02-11 03:00:00",1.800,1.800,1.700,1.800,3.600,3.700,3.300,3.500,6.000,7.400,6.800,6.300,
"2018-02-11 03:15:00",1.800,1.700,1.800,1.800,3.500,3.400,3.500,3.400,6.800,6.400,6.400,6.300,
"2018-02-11 03:30:00",1.700,1.700,1.800,1.800,3.300,3.300,3.400,3.400,6.700,6.200,6.100,6.300,
"2018-02-11 03:45:00",1.600,1.700,1.700,1.700,3.000,3.200,3.500,3.400,5.200,5.400,7.600,6.700,
"2018-02-11 04:00:00",1.600,1.500,1.600,1.700,2.900,2.900,3.000,3.300,4.400,4.800,5.400,6.400,
"2018-02-11 04:15:00",1.300,1.400,1.500,1.600,2.600,2.700,2.800,3.200,3.700,3.900,4.300,5.800,
"2018-02-11 04:30:00",1.400,1.400,1.400,1.500,2.700,2.600,2.700,3.000,4.000,4.400,4.400,5.400,
"2018-02-11 04:45:00",1.300,1.300,1.400,1.500,2.400,2.500,2.600,2.800,3.900,4.300,4.300,4.600,
"2018-02-11 05:00:00",1.300,1.300,1.300,1.400,2.600,2.500,2.500,2.600,4.700,4.600,4.400,4.400,
"2018-02-11 05:15:00",1.800,1.800,1.500,1.400,3.900,3.800,2.900,2.700,9.500,9.000,6.300,4.900,
"2018-02-11 05:30:00",1.200,1.400,1.900,1.500,2.500,2.900,4.300,3.100,4.500,5.500,9.500,6.100,
"2018-02-11 05:45:00",1.000,1.100,1.100,1.400,1.900,2.000,2.100,3.000,3.700,3.900,4.100,6.100,
"2018-02-11 06:00:00",1.100,1.100,1.000,1.400,2.100,2.000,2.000,2.800,4.000,4.000,4.300,6.000,
"2018-02-11 06:15:00",1.000,1.200,1.200,1.300,1.900,2.200,2.200,2.700,4.700,4.700,4.300,5.500,
"2018-02-11 06:30:00",0.900,0.900,1.000,1.100,1.700,1.700,1.800,2.000,3.300,3.200,3.700,4.100,
"2018-02-11 06:45:00",0.800,0.900,0.900,1.000,1.600,1.700,1.700,1.900,4.600,4.100,3.800,4.000,
"2018-02-11 07:00:00",1.000,0.900,0.800,1.000,1.900,1.700,1.700,1.900,3.600,3.900,3.700,3.900,
"2018-02-11 07:15:00",0.900,0.900,0.900,0.900,1.700,1.700,1.700,1.700,4.600,4.300,4.400,3.900,
"2018-02-11 07:30:00",0.800,0.900,0.800,0.900,1.700,1.700,1.600,1.700,5.500,4.600,4.900,4.200,
"2018-02-11 07:45:00",1.000,0.900,0.800,0.800,1.900,1.700,1.600,1.700,7.000,4.200,3.700,4.200,
"2018-02-11 08:00:00",1.000,1.000,0.900,0.900,2.000,2.100,1.900,1.700,3.800,4.600,4.500,4.400,
"2018-02-11 08:15:00",0.900,0.900,0.900,0.900,1.700,1.700,1.900,1.800,5.100,5.000,7.900,5.200,
"2018-02-11 08:30:00",0.900,0.900,1.100,1.000,1.900,1.800,2.300,1.900,4.200,4.100,9.400,6.400,
"2018-02-11 08:45:00",0.900,0.900,1.000,1.000,1.900,1.900,2.500,2.100,10.200,11.500,26.200,12.000,
"2018-02-11 09:00:00",1.400,1.200,1.000,1.000,4.300,3.600,2.500,2.300,36.500,40.200,21.300,16.200,
"2018-02-11 09:15:00",0.800,0.900,0.900,1.000,1.700,1.900,2.100,2.300,7.600,11.400,11.500,17.100,
"2018-02-11 09:30:00",0.900,0.800,0.900,0.900,1.700,1.700,2.300,2.300,13.700,10.000,28.000,21.700,
"2018-02-11 09:45:00",0.900,0.800,1.100,1.000,2.400,1.800,3.400,2.600,37.100,12.900,37.600,24.600,
"2018-02-11 10:00:00",0.900,0.800,0.800,0.900,1.900,1.700,1.800,2.400,11.300,6.300,9.200,21.600,
