Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-14 00:00:00",2.200,2.100,2.100,2.200,4.000,3.900,3.900,4.000,8.200,6.500,6.500,6.900,
"2018-02-14 00:15:00",2.100,2.100,2.100,2.100,3.900,3.900,3.900,3.900,5.800,6.300,6.400,6.600,
"2018-02-14 00:30:00",2.100,2.100,2.100,2.100,3.700,3.800,3.800,3.800,5.800,6.300,6.400,6.400,
"2018-02-14 00:45:00",2.100,2.100,2.100,2.100,3.900,3.900,3.900,3.900,7.200,6.900,6.800,6.500,
"2018-02-14 01:00:00",2.100,2.100,2.100,2.100,3.800,3.700,3.800,3.800,11.300,10.700,8.700,7.100,
"2018-02-14 01:15:00",2.100,2.000,2.000,2.100,3.900,3.700,3.700,3.800,16.000,14.600,11.000,8.200,
"2018-02-14 01:30:00",2.000,2.000,2.000,2.100,3.800,3.700,3.700,3.800,11.300,10.400,11.900,9.600,
"2018-02-14 01:45:00",2.000,2.000,2.000,2.000,3.700,3.600,3.600,3.700,8.800,7.800,7.700,9.800,
"2018-02-14 02:00:00",3.200,2.400,2.100,2.000,5.500,4.200,3.900,3.700,11.500,9.800,8.600,9.800,
"2018-02-14 02:15:00",6.600,5.400,4.900,2.800,9.900,8.300,7.600,4.700,13.800,11.400,11.700,10.000,
"2018-02-14 02:30:00",5.600,5.700,6.900,4.000,8.700,8.800,10.400,6.400,13.800,14.200,15.400,10.900,
"2018-02-14 02:45:00",2.000,2.000,2.800,4.200,3.900,3.900,4.900,6.700,8.100,9.400,11.400,11.800,
"2018-02-14 03:00:00",2.000,2.000,2.000,4.200,4.000,3.900,3.900,6.700,8.500,8.300,8.800,11.800,
"2018-02-14 03:15:00",2.100,2.100,2.100,3.400,4.000,4.000,4.000,5.800,7.300,9.500,10.000,11.400,
"2018-02-14 03:30:00",2.100,2.000,2.000,2.200,3.900,3.900,3.900,4.200,7.200,8.700,9.500,9.900,
"2018-02-14 03:45:00",2.200,2.200,2.100,2.000,4.200,4.200,4.000,3.900,11.300,12.300,10.700,9.700,
"2018-02-14 04:00:00",2.000,2.000,2.000,2.000,3.800,3.800,3.900,3.900,9.200,8.800,9.300,9.900,
"2018-02-14 04:15:00",2.000,2.000,2.000,2.000,3.800,3.900,3.900,3.900,11.900,8.400,9.200,9.700,
"2018-02-14 04:30:00",2.000,1.900,1.900,2.000,3.900,3.600,3.700,3.900,9.600,7.200,7.900,9.300,
"2018-02-14 04:45:00",1.900,1.900,1.900,2.000,3.600,3.700,3.700,3.800,8.100,7.800,7.700,8.500,
"2018-02-14 05:00:00",1.900,1.900,1.900,1.900,3.600,3.500,3.600,3.700,7.800,7.800,7.300,8.000,
"2018-02-14 05:15:00",1.800,1.800,1.900,1.900,3.300,3.400,3.500,3.600,6.100,7.200,7.400,7.600,
"2018-02-14 05:30:00",1.900,1.900,1.900,1.900,3.600,3.500,3.500,3.600,5.700,6.900,7.100,7.400,
"2018-02-14 05:45:00",1.900,1.900,1.900,1.900,3.600,3.600,3.600,3.600,5.100,6.200,6.900,7.200,
"2018-02-14 06:00:00",1.900,1.900,1.900,1.900,3.500,3.500,3.500,3.500,6.200,5.600,6.000,6.900,
"2018-02-14 06:15:00",1.900,1.900,1.900,1.900,3.400,3.500,3.500,3.500,5.000,6.700,6.300,6.600,
"2018-02-14 06:30:00",1.800,1.800,1.900,1.900,3.400,3.500,3.500,3.500,6.300,7.000,6.700,6.500,
"2018-02-14 06:45:00",2.000,1.900,1.900,1.900,3.700,3.600,3.600,3.500,6.400,5.200,6.300,6.300,
"2018-02-14 07:00:00",1.900,1.900,1.900,1.900,3.500,3.500,3.500,3.500,8.100,8.200,7.100,6.600,
"2018-02-14 07:15:00",1.800,1.900,1.900,1.900,3.300,3.500,3.500,3.500,9.900,11.100,8.600,7.200,
"2018-02-14 07:30:00",2.000,2.000,1.900,1.900,3.700,3.700,3.600,3.600,8.000,6.500,7.300,7.300,
"2018-02-14 07:45:00",1.900,1.900,1.900,1.900,3.500,3.400,3.500,3.500,9.900,6.900,6.700,7.400,
"2018-02-14 08:00:00",6.900,3.300,2.400,2.000,9.700,5.300,4.100,3.700,12.700,9.900,8.400,7.800,
"2018-02-14 08:15:00",2.000,2.000,2.200,2.100,3.900,3.600,3.900,3.800,17.700,8.500,7.800,7.600,
"2018-02-14 08:30:00",2.000,2.000,2.000,2.100,3.600,3.600,3.600,3.800,7.100,7.800,7.600,7.600,
"2018-02-14 08:45:00",2.100,2.000,2.000,2.100,3.700,3.700,3.700,3.800,9.200,9.900,9.500,8.300,
"2018-02-14 09:00:00",2.100,2.200,3.600,2.400,3.800,4.400,6.400,4.400,15.800,41.400,41.500,16.600,
