Time,PM1_1M,PM1_5M,PM1_15M,PM1_1H,PM2P5_1M,PM2P5_5M,PM2P5_15M,PM2P5_1H,PM10_1M,PM10_5M,PM10_15M,PM10_1H
"2018-02-12 00:00:00",4.500,4.600,4.600,4.500,13.900,13.800,13.500,13.100,48.800,46.100,41.400,40.000,
"2018-02-12 00:15:00",4.900,4.600,4.600,4.600,14.200,13.600,13.700,13.400,40.700,42.000,41.300,41.400,
"2018-02-12 00:30:00",4.400,4.500,4.500,4.600,12.900,13.200,13.200,13.400,40.600,37.000,37.000,40.300,
"2018-02-12 00:45:00",4.500,4.600,4.500,4.600,12.800,13.300,13.200,13.400,37.300,40.300,39.400,39.800,
"2018-02-12 01:00:00",4.500,4.600,4.600,4.600,13.000,13.200,13.200,13.300,37.100,37.400,38.700,39.100,
"2018-02-12 01:15:00",4.800,5.400,5.200,4.700,13.300,13.900,13.800,13.300,49.300,40.100,38.900,38.500,
"2018-02-12 01:30:00",4.700,4.500,4.400,4.700,12.500,12.500,12.400,13.200,37.400,38.600,37.200,38.600,
"2018-02-12 01:45:00",10.300,6.600,5.500,4.900,20.600,15.600,13.900,13.300,42.600,37.200,34.400,37.300,
"2018-02-12 02:00:00",4.600,4.700,5.000,5.000,13.300,13.400,13.700,13.500,36.000,33.500,35.800,36.600,
"2018-02-12 02:15:00",4.300,4.300,4.600,4.900,11.800,11.900,12.900,13.200,30.300,31.500,34.800,35.600,
"2018-02-12 02:30:00",4.600,4.500,4.500,4.900,12.400,12.300,12.300,13.200,39.000,36.400,34.900,35.000,
"2018-02-12 02:45:00",4.500,4.400,4.500,4.600,12.100,12.000,12.100,12.700,33.200,32.700,32.100,34.400,
"2018-02-12 03:00:00",4.500,4.400,4.400,4.500,11.600,11.700,11.800,12.300,33.100,33.200,31.600,33.400,
"2018-02-12 03:15:00",4.100,4.100,4.200,4.400,10.600,10.400,11.000,11.800,28.000,26.100,28.200,31.700,
"2018-02-12 03:30:00",3.900,4.000,4.000,4.300,9.400,9.600,9.800,11.200,20.500,22.800,24.500,29.100,
"2018-02-12 03:45:00",3.900,3.900,3.900,4.100,9.200,9.300,9.400,10.500,21.600,21.400,22.300,26.600,
"2018-02-12 04:00:00",4.000,4.100,4.100,4.100,9.800,10.000,9.800,10.000,26.500,26.200,25.200,25.000,
"2018-02-12 04:15:00",4.400,4.400,4.200,4.100,11.400,11.200,10.700,9.900,36.700,31.500,28.800,25.200,
"2018-02-12 04:30:00",4.900,4.800,4.600,4.200,12.900,12.500,12.000,10.500,33.000,32.900,33.100,27.400,
"2018-02-12 04:45:00",4.500,4.600,4.700,4.400,11.100,11.700,12.100,11.100,22.000,29.100,31.100,29.600,
"2018-02-12 05:00:00",3.800,3.800,4.000,4.400,9.000,9.200,9.700,11.100,22.600,19.800,22.400,28.900,
"2018-02-12 05:15:00",4.500,4.100,3.900,4.300,10.600,9.700,9.300,10.800,23.200,21.800,19.900,26.600,
"2018-02-12 05:30:00",3.600,3.600,4.100,4.200,8.800,8.800,9.800,10.200,17.900,16.600,20.800,23.500,
"2018-02-12 05:45:00",3.400,3.400,3.500,3.900,7.800,8.000,8.200,9.300,12.500,14.200,14.700,19.400,
"2018-02-12 06:00:00",3.400,3.400,3.400,3.700,8.000,8.200,8.100,8.900,16.700,15.500,15.300,17.700,
"2018-02-12 06:15:00",3.200,3.300,3.300,3.600,7.800,7.800,7.900,8.500,14.100,14.600,15.000,16.400,
"2018-02-12 06:30:00",3.300,3.200,3.200,3.400,7.900,7.700,7.800,8.000,14.700,15.400,15.400,15.100,
"2018-02-12 06:45:00",3.200,3.200,3.200,3.300,7.600,7.700,7.900,7.900,14.200,15.600,16.200,15.500,
"2018-02-12 07:00:00",3.600,3.400,3.400,3.300,8.500,8.200,8.100,7.900,14.500,16.200,15.800,15.600,
"2018-02-12 07:15:00",3.400,3.500,3.400,3.300,8.200,8.300,8.200,8.000,15.300,15.500,15.300,15.700,
"2018-02-12 07:30:00",3.500,3.600,3.600,3.400,8.100,8.300,8.300,8.100,12.800,13.700,15.100,15.600,
"2018-02-12 07:45:00",3.300,3.400,3.500,3.500,7.600,8.000,8.100,8.200,12.100,13.800,14.500,15.200,
"2018-02-12 08:00:00",3.300,3.400,3.500,3.500,7.700,7.800,8.000,8.200,14.800,14.100,14.200,14.800,
"2018-02-12 08:15:00",3.400,3.400,3.400,3.500,7.300,7.400,7.600,8.000,11.500,12.000,12.700,14.100,
"2018-02-12 08:30:00",3.400,3.300,3.300,3.400,7.700,7.600,7.600,7.800,16.300,14.100,13.600,13.800,
"2018-02-12 08:45:00",3.400,3.400,3.300,3.400,7.800,7.600,7.500,7.700,13.100,12.800,13.100,13.400,
"2018-02-12 09:00:00",3.300,3.200,3.300,3.300,7.400,7.500,7.400,7.500,14.100,13.400,13.100,13.100,
"2018-02-12 09:15:00",3.300,3.300,3.300,3.300,7.600,7.500,7.500,7.500,15.200,14.200,14.000,13.400,
"2018-02-12 09:30:00",3.300,3.400,3.300,3.300,7.500,7.600,7.400,7.500,14.600,14.300,13.300,13.400,
"2018-02-12 09:45:00",3.300,3.400,3.400,3.300,7.500,7.500,7.600,7.500,15.300,14.200,14.300,13.700,
"2018-02-12 10:00:00",3.300,3.500,3.500,3.400,6.900,7.500,7.600,7.500,11.400,13.900,14.100,13.900,
"2018-02-12 10:15:00",3.100,3.200,3.300,3.400,6.900,7.000,7.200,7.400,11.700,11.900,12.800,13.700,
"2018-02-12 10:30:00",3.100,2.800,3.000,3.300,6.300,5.800,6.400,7.200,12.100,10.200,11.700,13.200,
"2018-02-12 10:45:00",2.600,2.600,2.600,3.100,5.200,5.100,5.300,6.600,10.000,10.200,10.200,12.200,
"2018-02-12 11:00:00",2.600,2.700,2.700,2.900,5.800,6.300,5.700,6.200,21.300,23.000,16.600,12.800,
